film,user,star,time,content
洗澡堂老板家的男人们,little prince,推荐,2008-11-16,没有从头到尾的看过，只是翻电视时看到就停下来走不动了．有欢乐有苦恼，这就是生活．
洗澡堂老板家的男人们,Ms.C,2008-06-05,2008-06-05,哈哈，喜欢啊。。。
洗澡堂老板家的男人们,雪瑶,推荐,2008-09-17,哈哈，这个有意思，是韩剧里好看的。喜欢大姐的男朋友
洗澡堂老板家的男人们,喵喵呀,力荐,2012-06-03,大概是韩国家庭剧最好看的一部了！！！
洗澡堂老板家的男人们,EinsOrion,力荐,2016-07-10,真的是百看不厌
洗澡堂老板家的男人们,九点的Evie,力荐,2011-12-18,这是我第一部看的韩剧，陪妈妈一起看的
洗澡堂老板家的男人们,luv&peeeeece,推荐,2010-09-23,太太长。。
洗澡堂老板家的男人们,page lee,2010-01-15,2010-01-15,我还有碟！！
洗澡堂老板家的男人们,只 火,推荐,2020-03-11,小时候跟我妈一起看的
洗澡堂老板家的男人们,时代的尾巴,力荐,2010-02-03,太搞笑的一家人
洗澡堂老板家的男人们,nancy527,力荐,2020-08-20,随便选一集就可以看，反复看，反复喜欢。我真是爱这部韩剧！！
洗澡堂老板家的男人们,乌苏拉,力荐,2013-07-21,喜欢帽子和诗歌的尹汝贞，聪明强势不愿意结婚的裴宗玉，为家人奉献一生有点不甘寂寞的妈妈高斗心。喜欢这个剧，既能体现人物性格，有让观众捧腹，打破了文化差异让中国观众深切体会到韩国家庭生活的剧，就是这部《澡堂老板家的男人们》。
洗澡堂老板家的男人们,Aporia,力荐,2011-08-11,搞笑的~~
洗澡堂老板家的男人们,月薇澜,还行,2020-04-10,小时候电视里一直播。
洗澡堂老板家的男人们,弥彩心,推荐,2019-08-03,没看完全集，小时候电视上经常放，整体很搞笑。
洗澡堂老板家的男人们,Sunshine,力荐,2014-12-21,很欢乐很经典的韩剧，小时候跟着我妈看的。
洗澡堂老板家的男人们,偷窥者去死,力荐,2009-08-30,哈哈，老妈
洗澡堂老板家的男人们,enid,力荐,2009-11-06,最最最最喜欢的韩剧
吉星拱照,EffyCheung,力荐,2013-07-12,经典港剧很好看啊！还有beyond
吉星拱照,晓星,力荐,2010-09-04,很温馨的电影，看到beyond年轻的时候，不禁感慨万千啊
吉星拱照,山狗,推荐,2011-03-25,张艾嘉好美啊~
吉星拱照,小桃你叨位去,还行,2010-10-24,小时候家里的一张碟，来来去去不知看了多少遍
吉星拱照,瞎说实话的忠祥,推荐,2020-05-14,童年回忆，当时也不知道beyond，只认识周润发。
吉星拱照,曾二郎,力荐,2020-01-10,夏雨全场最佳，演过83射雕丘处机。年轻时看片，情怀太多，为看黄家驹的话，感受会非常之浅。
吉星拱照,哆啦Z梦,推荐,2018-07-15,很早很早以前看的，印象最深的只有beyond
吉星拱照,不去,2020-02-18,2020-02-18,忘了哪年看的了，不过应该是中学那会儿家里的电视上。那时很喜欢Beyond，现在也是。。。。
吉星拱照,K,推荐,2012-02-21,只是因为beyond才看的
吉星拱照,诸镇凝,力荐,2012-03-28,多好的喜剧  
吉星拱照,翠西 。o 0 O,还行,2015-04-27,有好演员 怎么胡来都行
吉星拱照,只用手机看电影,力荐,2017-08-26,发哥跟张艾嘉以前都好几部片合作啊，想不到是杜琪峰拍的。beyond在这里面的戏份挺重的。挺搞笑的。
吉星拱照,Andor-Genesis,推荐,2007-11-21,特讨厌里面的童星！～
吉星拱照,伊戈爾王,还行,2010-03-14,类型化的片子拍得好也是不容易的。只是怎么都不喜欢张艾嘉。beyond的歌好听。
吉星拱照,小慌,2015-07-15,2015-07-15,杜琪峰+罗大佑+周润发+张艾嘉
吉星拱照,oxolin,力荐,2009-10-05,一部温馨的爱情片。张艾嘉饰演温柔，善良，不爱慕虚荣的妹妹，真是我们男人梦寐以求的女人，另外没想到还有beyond客串！
吉星拱照,Dark Archon,还行,2014-02-02,吉星拱照 粤语.rmvb 502MB 720*400 796k QVOD
吉星拱照,无歌,推荐,2020-06-28,这个片子一直给我的印象就是温情脉脉，大概是因为同一公司+同一导演+原班主角的另一部《阿郎的故事》虐我至深，每每想起这个片里的发哥和小妹还能如此美好地相遇美好地完结，心里总会一水的柔软。
吉星拱照,[已注销],还行,2017-12-23,唯一看点就是张艾嘉和周润发的搭档出演，喜剧笑料倒是没get到我的点，快餐店剧情让我想到鸡同鸭讲
吉星拱照,梅子黄时雨,推荐,2019-10-30,前两天看朋友评论这部剧，立刻勾起了影片中表妹的表演，那种夸张和做作真的是让人笑喷且记忆深刻，但是这部剧里年轻的Beyond应该也是很美好的回忆啊。
樱桃小丸子2,是的小瓜,推荐,2010-04-17,"不知道丸子同学有没嫁进豪门——就是……老说""oh, baby!"" 的花轮同学。"
樱桃小丸子2,EVA初号机,推荐,2008-07-23,小马是小丸子！我是爷爷或小玉-_-
樱桃小丸子2,景兴,力荐,2011-09-16,在总体的轻松愉快上不如第一部，小丸子成熟了许多。但是搞笑人物却不少。荒诞式+平淡的生活喜剧，最爱也。不过到底是动画片，有时候显得世界太小。只希望永远不要停播！
樱桃小丸子2,甜面壹壹酱,力荐,2009-12-21,最爱小丸子
樱桃小丸子2,捕风捉影,力荐,2009-09-03,啊呀呀，要看台湾配音哦
樱桃小丸子2,滨崎小小,力荐,2011-02-04,超爱小丸子！！！
樱桃小丸子2,TIFFANY缮,力荐,2012-02-20,最爱的动画片之一，百看不厌呢
樱桃小丸子2,怀念的毛,推荐,2010-08-19,其实有很多生活小细节都很棒
樱桃小丸子2,Ruby,2010-12-18,2010-12-18,爱死了…
樱桃小丸子2,宋小范,推荐,2009-02-19,上了小学最喜欢看的。
樱桃小丸子2,轨~であります~,力荐,2008-06-28,"她的脑袋里总是有很多很多莫名其妙的想法。。  就好像是另个自己。。  虽然真的有点傻。。  但是那样的赤子之心。我依然羡慕~"
樱桃小丸子2,o小北o,力荐,2008-06-13,继续拍下去吧
樱桃小丸子2,鹹魚沫嵐,力荐,2013-07-17,超爱！
樱桃小丸子2,芝士蛋糕,力荐,2012-06-18,我爱小丸子童鞋。
樱桃小丸子2,沉着的华法林,力荐,2010-02-28,也爷~~~
樱桃小丸子2,噜噜叫夏天,推荐,2013-05-27,我最最最最最喜欢爷爷了
樱桃小丸子2,南條某葉,推荐,2012-04-26,第二部~~没看多少集~~不过没事放个松还是很不错的~~
樱桃小丸子2,zyxshow,力荐,2011-03-06,和老妈一起看的，哈哈哈哈~
樱桃小丸子2,迷糊兔,力荐,2013-05-22,永远戒不掉小丸子
樱桃小丸子2,阿呆,力荐,2012-06-18,超级喜欢看小丸子的咧~~~~好可爱啊~~~~一点一点的小感动~
异形魔怪,无姓之人,还行,2018-06-18,3.5。从海报到内容，不难想到大白鲨。怪兽是鲨，泥土是海，山地是岸，房屋是船，简直就是陆地版大白鲨嘛，虽然有点偏喜剧，制作粗糙了点，但是还是相当精彩的。
异形魔怪,四处乱流,还行,2012-05-20,看到撑杆跳才发现是看过的……【Mad Cow Golden Fish！】好吃但不够辣。
异形魔怪,我和我的小毛衣,力荐,2019-07-20,不要挑挑拣拣的，这一步已经算很不错了，剧本蛮有意思的怪兽编剧化设定很有脑子，轻恐怖演员挑的很好。
异形魔怪,lashtrife,力荐,2012-01-18,这才应该是我2012年看过的最好的恐怖电影！难以想象啊，呵呵。
异形魔怪,白胖饺子,推荐,2015-10-11,特效不发达，电影还是有点门槛的时候，就连非主流片的故事都讲的这么对得起观众。年代加一星吧
异形魔怪,Le Samourai,还行,2012-05-02,感觉挺好玩的~
异形魔怪,KafkaWong,力荐,2012-10-09,看的时候又惊悚又欢乐，已经不记得多久没有这么爽的体验了……
异形魔怪,日光瀑布,推荐,2010-04-21,很好的怪物片
异形魔怪,字母君,推荐,2020-02-17,教科书级的好剧本B级片，人物可爱元素多样，能让观众祈祷“谁都别死啊”的恐怖片很少见。
异形魔怪,漩涡,推荐,2012-02-03,地下无处不在的异形惹不起，一点点声音都逃不掉。岩石上跳来跳去蛮有创意的。最后的尸体真恶心
异形魔怪,空,还行,2012-03-14,这个系列绝对是喜剧～
异形魔怪,注水小猪肉,还行,2014-03-11,小时候超喜欢这种类型的电影= = 他们有四部就证明了这点 西部片加怪兽的电影。 现在才第一次看太过时了。就像现在看大都会一样，完全无感。。
异形魔怪,梅川肋库,还行,2010-07-30,美国小镇的风光不错。。。。两个万能的工人。。。
异形魔怪,Wakan,还行,2014-02-02,你们把我当傻子吗，地球人
异形魔怪,熊熊如也,力荐,2017-09-14,虽然特效有点渣，剧情比较简单，但对抗怪物的过程有着无可挑剔紧张和搞笑戏份，是部超级经典怪兽片。
异形魔怪,烧焦帮主,还行,2013-09-13,同样是小时候的惊喜了 那叫一个津津有味
异形魔怪,无边无涯蜗牛壳,力荐,2016-11-16,很喜欢以前的怪兽电影，不会把过多的精力投入到特效上面，更懂得氛围的营造和节奏的把握。B级片也有这么有血有肉的人物塑造，这是我始料未及的。凯文贝肯真性感
异形魔怪,[已注销],还行,2011-12-14,ok……最后一个look我才看出清新帅气来……
异形魔怪,jenny0898,推荐,2020-06-26,简单轻松的恐怖片，还挺好看的。片子里除了创造出来的怪兽这个恐怖元素外，其他竟然都是很轻松的元素。  感觉到八九十年代期间美国小镇上，地广人稀，每天人们无所事事，就是四处找乐子的轻松生活。  如果不是想象出来一些怪兽，估计生活还是挺无聊吧。  这种闲散的快乐，还是挺让人向往的。
异形魔怪,HINATA,推荐,2012-07-29,90年代的科幻片现在看来依然不落伍
精装难兄难弟,千与千桐,推荐,2009-08-21,哈哈哈哈哈哈
精装难兄难弟,四月一日,推荐,2010-07-16,其实那时小，看不太懂这电影版
精装难兄难弟,骑呢星人,力荐,2018-09-04,港片控观看简直彩蛋十足，自黑与调侃，王晶与王家卫係港产片两个极端，好在王晶得黎又家卫，港产片先可以咁灿烂。ps舒淇唔该换宣萱拉。
精装难兄难弟,SYing,还行,2016-10-12,给所有字幕好评   看这个电影笑的巨欢喜的不是笑点低就绝对是香港电影粉  当然 可能都是    检验真爱粉的时候到了，，，
精装难兄难弟,Erin,力荐,2012-10-07,很喜欢这种电影！
精装难兄难弟,marceldavid,推荐,2018-07-13,王晶编了个非常巧妙的剧本，充满了自嘲精神、对于王家卫的善意的调侃与致敬，以及对于香港电影发展史的敬意，一众TVB电视剧演员的表演丝毫不失色，反而是舒淇表现并不亮眼，黄子华拿捏得非常到位，影片中所有穿插的电影片段都能笑喷，结局的换位思考尤其好评，今天荧幕上的是非，都将成为明日的情怀，永远不变的，只有电影带给我们的快乐，以及我们对它的热爱
精装难兄难弟,黄耀暗,还行,2017-02-28,在1080p的国配和av画质原声中选择了1080p，结果愣是一声都笑不出来……后半部分换了粤语版才挽救回来一些笑点。对王晶也有所改观了
精装难兄难弟,张祈年,推荐,2016-09-08,这不还是看过的，一看开头就想起来了。难兄难弟的片头曲还是记得的。还记得的就是，一度以为陈百祥真的就叫牛达华，原来源自这部电影。结局是不是那谁谁成了三级片因影帝了？对了，黄子华戴了墨镜很像王家卫啊！
精装难兄难弟,Véra知彼不知己,力荐,2008-07-15, 黄子华没话说
精装难兄难弟,Mallory,力荐,2017-03-10,向王家卫示爱吗？来试试张口爆金句的王家卫啊，现在是2017年了。
精装难兄难弟,阿妙妙,还行,2014-02-19,污搞影人；穿越时代向粤语长片致敬；
精装难兄难弟,Lao 嬌 Yen,推荐,2010-01-10,哦~~~~~~你大锅喇~~~你改N顶~~~
精装难兄难弟,dan@manutd,力荐,2011-02-24,记得第一次看的时候笑到抽筋
精装难兄难弟,吉姆,推荐,2013-10-22,劇情上其實還是差一點，但吳鎮宇和黃子華都太愛了，沒辦法，四星。
精装难兄难弟,XXX,还行,2018-03-23,笑死 墨镜居然没告他们哈哈哈哈
精装难兄难弟,文白,推荐,2013-03-13,百看不厌啊百看不厌，黄子华版王家卫的奸猾劲儿真是深得我心，王晶真会为自己辩护啊，哈哈。
精装难兄难弟,Michael,力荐,2020-07-17,我愛了，東蛇西鹿，飛佬正傳，春光咋洩，肥佬晶無限黑墨鏡和自黑，在無下限的风格中，回顧了一遍60年代粵語片的輝煌和發展，順著謝賢、曹達華、呂奇、和穿越回去的王晶卫的故事線索，相信每一個港片迷都會笑到抽筋的哈哈哈哈哈
精装难兄难弟,★,还行,2013-12-31,3.5梗太多了，笑死。
精装难兄难弟,Frankovic,推荐,2010-10-25,对港片有爱的看看吧，很搞笑。可惜结尾信马由缰，放松过度了
精装难兄难弟,万靖游,力荐,2017-09-16,王晶编剧的顶尖作品。怀旧致敬的极高水准，顺便向王家卫表了个白。真希望有人能拍出如此水准的邵氏武打片的致敬作品。黄子华模仿王家卫简直一模一样。
造雨人,有痔中年,力荐,2015-03-03,4500万美元，成本4000万美元。。。和昨天看的insider很类似，情节循序渐进，人物刻画细致入微，mattdemon的演技不用说，女主很像谍影重重的德国妹纸，情节起伏的相当精彩，结局中的每一次表述都带着灵魂在走，可惜这么好的片子与奥斯卡无缘，也与票房无缘。
造雨人,AshBoydSwan,还行,2019-05-14,Young Matt Damon is GORGEOUS
造雨人,aQuabLus,还行,2011-03-27,"看的版本声音太差了,影响心情"
造雨人,我是一只小小李,推荐,2016-08-03,当年青涩帅气的马特达蒙啊。充满了理想主义的法律电影，如果初出茅庐的年轻律师真的可以把资产过万的大公司和经验丰富的律师团队打败的话，法律体系仅凭最本真的正义感就能维持下去了。幸好结尾处取得了胜利的律师却决定从此不从业，只教书，才让观众仔细思考了一下对法律祛魅了之后那种信仰全失的感觉
造雨人,瓦乌卡,推荐,2011-12-25,那时候的马达还很青涩，没有大块的肌肉，笑起来很腼腆。
造雨人,Symbolism♥,力荐,2011-05-28,正义是公平的in this movie~
造雨人,么顺,还行,2019-02-10,我觉得看过的《永不妥协》《失控陪审团》《费城故事》都是比这更好的法律片，但看到正义被伸张就是好的。18岁的克莱尔•丹尼斯和27岁的马特•戴蒙都好水嫩啊，这条线甜但有点马虎了。
造雨人,莉莉酱,推荐,2014-04-05,由于姜心已经把剧情详细地跟我说过了而且我听得也有点仔细，致使我对剧情已经差不多都清楚了。看起电影来少了一些神秘感和未知感。
造雨人,奈澌,还行,2013-04-24,可能是SILK给我的充实感太够分量了，这部电影比较理想化和简单。mark~英美法系，风险代理，惩罚性赔偿，the Cab-rank Rule，陪审团制度。英国分Barrister和Solicitor，美国不分，统称Attorney-at-law。
造雨人,猪头妖怪,还行,2018-08-19,无论是从故事角度还是法律角度来看，都不太有说服力啊。
造雨人,周小豆,力荐,2011-09-24,还是喜欢年轻时的damon
造雨人,戴边,推荐,2014-12-29,和心灵捕手是同年出的，但这部明显被盖过了风头，小马拍这个的时候和克莱尔丹妮丝拍拖了。
造雨人,雪,推荐,2015-03-15,这么强大的阵容，这么好看，竟然只有5507评价？！
造雨人,袋鼯,还行,2011-09-25,看过小说，拍得还不错
造雨人,绿,推荐,2014-03-31,很喜欢马特的电影，这部电影是为数不多的展现智商的电影之一，虽然马特依然适合演高智商角色，但是这种有点儿小智商的小猫也不错~
造雨人,叶孤舟,力荐,2010-05-02,作为约翰·格雷萨姆小说改编的一部作品，非常值得一看。
造雨人,屁屁,推荐,2010-11-09,"RUDY is not a rainmaker, he just did what he should do, with a bit luck and a good judge."
造雨人,Matzka,推荐,2020-07-24,最后一句，当你越过那条线足够多次，你也是一条鲨鱼，就像傲骨贤妻，刚开始女主还很有正义感，然后为了保住位置，为了拉新客人，为了自己开公司，那条线就被越过次数越来越多，反而是黛安比较有立场和原则。
造雨人,LostCat,力荐,2011-05-15,太多关于律师的片子都带有浓厚的批判性质。偶尔看到这么一个真心的律师，实在很不错。
造雨人,feelzero,还行,2016-07-15,Rainmaker: a person (as a partner in a law firm) who brings in new business; also :  a person whose influence can initiate progress or ensure success
哆啦A梦：大雄与白金迷宫,小河有姜,2016-09-28,2016-09-28,今天上午不工作，耶！
哆啦A梦：大雄与白金迷宫,過期貓糧,还行,2019-12-25,饭店的背景设定没有好好利用，普普通通的一部。
哆啦A梦：大雄与白金迷宫,赏影猎人,推荐,2020-07-07,5.0
哆啦A梦：大雄与白金迷宫,Serendipity,推荐,2012-07-04,的确不错~~
哆啦A梦：大雄与白金迷宫,Pp,力荐,2018-05-28,好一出热闹完整不夸张的戏，那个时代的音乐和配音都是好淳朴
哆啦A梦：大雄与白金迷宫,欠损感丶,力荐,2020-02-26,这剧情，在ai进步的现在，在疫情virus流行的现在，好深刻。
哆啦A梦：大雄与白金迷宫,梁炎鋆,推荐,2018-01-08,小男孩叫沙比欧……
哆啦A梦：大雄与白金迷宫,清醒,力荐,2019-01-26,圣诞老人象征希望，人不应该过分依赖机器。这个剧场版寓意深刻。
哆啦A梦：大雄与白金迷宫,赤脚童,力荐,2018-01-14,这个和机器人王国那个剧场版差不多，但套路相反！
哆啦A梦：大雄与白金迷宫,龙龙龙,推荐,2019-10-27,这么早就有着对未来人工智能和机器人的思考确实很不容易  感叹藤子不二雄的想象力  不过这部电影真的在哆啦A梦电影里算是很一般的了
哆啦A梦：大雄与白金迷宫,情有独钟y,力荐,2020-02-07,有时间要把哆啦A梦剧场版重新在刷一遍
哆啦A梦：大雄与白金迷宫,畅激昂,推荐,2014-07-24,满满的都是童年美好的回忆。
哆啦A梦：大雄与白金迷宫,che,力荐,2018-05-26,想到了魔方大厦，what?
哆啦A梦：大雄与白金迷宫,西邻子,推荐,2016-06-25,给小孩子看的反乌托邦片，不过手法在20年前看，那是绝对前卫啊。
哆啦A梦：大雄与白金迷宫,哈哈哈,力荐,2019-08-25,童年回忆
哆啦A梦：大雄与白金迷宫,Neuery,力荐,2019-01-15,小时候特别想骑那头大象
哆啦A梦：大雄与白金迷宫,伪文青,还行,2019-10-09,    梦幻的封锁世界
哆啦A梦：大雄与白金迷宫,儚已,较差,2019-05-16,看睡着了..
哆啦A梦：大雄与白金迷宫,Gilbert,还行,2017-12-16,ai betray
哆啦A梦：大雄与白金迷宫,Joker,推荐,2018-10-13,结尾感觉有点虎头蛇尾。
游戏王,E.T,力荐,2013-12-30,5 张卡召唤「黑暗大法师」！！
游戏王,Lanee,推荐,2015-01-13,好了现在只剩难听的要死的胶囊了……
游戏王,Finn,推荐,2017-04-17,不管怎樣，當年看卡牌遊戲也是看得很過癮，現在反而沒有一部玩遊戲的動畫能讓我看得下去的了。
游戏王,水瓶仔,力荐,2015-05-09,童年的回忆满满！大魔王的声线不管是粤配还是绪方女神的日配都苏哭了！
游戏王,Mimus,2013-07-11,2013-07-11,好。。。长。。。啊。。。。
游戏王,马耳东风,推荐,2013-06-02,最魔幻的初代
游戏王,马来西亚之力,力荐,2019-02-06,马上就去补了。小时候买过和集过很多盗版卡，但一直不知道怎么玩就觉得很酷，导致我现在对桌游一直很抗拒。。
游戏王,终焉,力荐,2017-07-01,无印版的表游戏有点可怜
游戏王,Frank Martin,力荐,2014-08-24,“原來係不自量力選學生會會長失敗之後跟住做佐打掃委員嘅本田同學”。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈……
游戏王,上五楼的快活,还行,2018-04-15,没有游戏卡来得出名，漫画看过忘了
游戏王,afeng,推荐,2011-04-17,半红不紫
游戏王,Jess~,推荐,2011-09-13,我当年是玩游戏王一等一的好手啊！！！
游戏王,当月明年,力荐,2012-10-01,不解释啊，神作！
游戏王,Joy,还行,2011-10-31,买了一套牌有没有
游戏王,一点也不白,力荐,2009-12-29,玩花活儿~
游戏王,RootPath,2019-09-02,2019-09-02,当时守着电视上的点播台看完，超爱，还收集过卡牌
游戏王,张一南,力荐,2020-06-11,小学最喜欢的，收集好几盒卡片，跟小伙伴一起耍
游戏王,苏维埃储灵珈,推荐,2013-04-13,就算有印卡技能，最后的决战还是颇具水平的
游戏王,一些光影,力荐,2014-03-30,至今看到会热血沸腾
游戏王,bao,还行,2019-05-25,根据漫画前八卷改编，不过里面的声优阵容很强大，客串的都有小兰， 弗利萨，魔人布欧，平次的声优。本田广在漫画里不是美化委员戏份也不多，动画里变成搞笑担当，改动最大。野坂美穗漫画里只出来一集没多少画面，动画里戏份也多。剧情大部分和漫画里相差很大。
包法利夫人,我们敏熙,推荐,2018-11-02,A-，其实我不介意时长更长的，剪辑太赶，留白不足······要讲好这个故事，关键的是如何要让观众不认为这是一个单纯的作死女人的故事，而是更社会性的原因。于佩尔在表演上做到了，但夏布洛尔在影片处理上有欠考虑。
包法利夫人,Säger,还行,2020-08-01,#SIFF2020 于佩尔每一种衣装扮相都太美了 Emma楼梯拆信那幕的声画满分 
包法利夫人,土土阿,还行,2012-03-25,当年的名著
包法利夫人,霁月,还行,2012-09-19,大半夜忍饥挨饿就看了这么一部电影，枯燥无味！女猪脚临死真像茶花女啊！能有点女人味吗！
包法利夫人,战地野孩子,推荐,2012-11-10,可能因为看的时间不同心境也不同。看这电影时有看原著时也没有的窒息感。
包法利夫人,方塘半亩,推荐,2011-05-31,于佩尔的表演很动人！
包法利夫人,想太多的豬,推荐,2012-06-25,服毒自杀又丑又难受，蠢女人才奢望从别的男人身上得到宁静和寄托，珍惜那个老实的土著丈夫，法国贵妇的衣服好漂亮！
包法利夫人,与碟私奔,推荐,2018-06-18,【补標】值得再看
包法利夫人,我在故我思,还行,2012-05-19,在知音里这叫 绝望少妇心醉偷情 看破负心汉自寻毁灭
包法利夫人,Hilda,推荐,2010-12-19,浪漫、唯美。这是我在J11帮MR.C放的最后一部电影。
包法利夫人,菲林橙,推荐,2008-07-03,电影院观看
包法利夫人,白水煮一切,还行,2016-06-26,开头节奏有点太快，没有突出爱玛对无聊的厌烦。我还是去读没看完的包法利夫人吧
包法利夫人,龙山校花费霞,推荐,2012-01-31,挺好的，阿姨作为艾玛其实还是年纪偏大了一点。要提前5年就好了。
包法利夫人,ich,还行,2009-08-30,只能说，她还是有点老。
包法利夫人,YeeLam,推荐,2013-12-14,原著改編的電影多多少少帶有一些“苦悶”，但是與相比亂世佳人，黑白電影更能待出的當時人最“簡單”的一面。  另外，服裝始終還是最吸引我的。
包法利夫人,重生,还行,2012-09-30,事实证明  电影是不能代替原著的
包法利夫人,Ashoushou鸭,还行,2012-01-13,于佩尔更年轻点就好了 服饰很美 电影除了包法利夫人和情人的关系以外 人和人的关系处理得都怪怪的。。。。
包法利夫人,一小片,还行,2011-11-01,电影频道放的
包法利夫人,檐下坏小孩,推荐,2014-04-15,包法利夫人歇斯底里又摔又打后老情人还是漠然说了一句“我没有钱”
包法利夫人,misty,还行,2010-01-04,一边看一边想同一个问题：huppert不容易，高龄饰演妙龄少女（53年生的人）……和刘晓庆差不多了~
弹珠警察,爱你的三水君,力荐,2019-03-01,那时候看完动画就买了好几个弹珠超人，大小型号的都有
弹珠警察,咕噜噜噜噜,推荐,2014-10-11,我还有这个的玩具
