film,user,star,time,content
钢琴课,CaptainWL,力荐,2012-03-23,她跟着钢琴跳下去自杀的时候我被震了一下下，她挣脱绳索往上拼命求生的时候我受到了莫大了感动。整个前剧的爱情在我的眼里瞬间变了样子。这个世界始终有傲慢预料不到的故事和人情。
钢琴课,高小梵,力荐,2009-03-08, 我觉得这是唯美的。/反反复复看了好多遍 细腻感人 不说关于女性意识觉醒的话 不说音乐在其中的推动 不说潜意识的表达 那小心翼翼去碰触袜子破洞处裸露的肌肤的手 那哭着捶打着男人的哭泣着的女子 于是 爱情的动人之处就这样被呈现出来 美得不像话 再美好再动人也不过如此……
钢琴课,花地,较差,2017-06-07,我可以承认你高山流水知心难求，我也可以认同你傲立于世懒发一语，你可以有肉欲有自由，但你将红杏出墙，背叛伦理视作女性独立的手段难道就合理吗？你既然爱山夫你就离婚，一面靠着丈夫养活一面又偷情，肉体与精神分离，对男性不公平就是你女性主义了？
钢琴课,朵拉和朵拉,力荐,2011-11-06,那么简单的故事却又那么饱满，作为导演兼编剧的 Jane Campion 实在很棒。
钢琴课,幼稚园生,推荐,2011-08-17,超然天赋者大都不受物化之类的束缚，指缝间倾斜出自然的滔搏巨浪、细水缱绻，直接简单表达内心情欲，以此与外界交流融通，寻得心灵之音。有一种寂寞需要沉入海底，全然安静。完满需要付出代价，手指的再造或许又是一种重生
钢琴课,十月,还行,2010-03-13,"我不是不能理解,但这部片子并没有在关注女姓感情的同时也照顾到男性的感情.当然了,总要有一个人是要受伤的,伤谁不是伤啊."
钢琴课,惊蛰,2006-04-01,2006-04-01,"一个把钢琴视为全部生命的女人,是无法拒绝换会钢琴的任何要求的.在音乐里,她自由舞蹈,尽情绽放.精神上有归属的女人是美丽的.所以他爱上了她,爱上了她弹钢琴的样子,他用她的钢琴引诱她.而她,无法自拔.她太需要爱了.爱情会在任何情况下来临,无可预测,不能阻挡."
钢琴课,SUN,还行,2010-09-04,小牙缝女如今已经长成了《真爱如血》里面的大牙缝女
钢琴课,啼幽,推荐,2012-05-09,为什么里面的角色我没有一个喜欢。技术层面还不错
钢琴课,生活万岁F小二,还行,2011-02-15,简直就是4个变态的故事。奇特癖好的大叔，残疾的老妇人，暴躁的小女孩和失去理智的丈夫的故事。虽说这部电影的主旨什么的我是知道的，但是很难照着那个思路去想
钢琴课,Chris  一切由无聊开始,还行,2008-09-24,有几个镜头，尤其在开头，当镜头随着音乐响起而缓缓移动，很美！
钢琴课,suki_1001,2008-08-16,2008-08-16,the deep is the silence
钢琴课,市政厅梧桐涅娃,力荐,2012-11-08,看到第七分钟就给五星！！！！！在海滩上抽开一小条木板伸手进去弹钢琴，OMGOMGOMG!!!
钢琴课,一只野鸡,力荐,2006-05-22,觉醒 －－1993年第46届戛纳金棕榈、最佳女演员，1994年第66届奥斯卡最佳女主角、女配角，最佳原创剧本
钢琴课,张苑希,推荐,2018-07-19,女性独立人格成长史。唯有经历磨难，才可获得重生；唯有舍弃旧我，方能得到救赎。钢琴既是寄托又何尝不是枷锁，将深邃的寂寞留给大海，带着自由的心走向诗与远方。非常细腻又富有层次的影片，女主的表演无愧奥斯卡影后，无论是清冷孤傲还是隐忍内敛都拿捏的十分得当。
钢琴课,翁小样,很差,2009-12-25,PPLIVE 1520 外公家 http://movie.douban.com/review/2904623/
钢琴课,Ariza,推荐,2008-11-25,因為Michael Nyman的配樂才決定給四顆星！
钢琴课,切╆,推荐,2012-01-31,知道會是我欣賞的片子 但看的是刪減版 劇情很不連貫 沒有培養出該有的情緒讓我很不爽 忍不住還是要發點牢騷 刪你個毛線啊 不就是那門子事嗎 要真圖個刺激 我不會直接找些毫無起承轉合的動作片來看啊 少把觀眾當白痴行不   (不過這片子我肯定會看第二次就是了) 暫時4星
钢琴课,噬辣狂魔小泽条,力荐,2010-12-04,Ada是个顽石，她能被随意嫁做人妇，被折断羽翼，被死亡诱惑，却不能被掌控不会屈从；那个身为丈夫的人是造成一切的罪魁祸首，他将钢琴遗弃在海边，又将钢琴做了交易，却还想管住Ada的身体和心，他强加给她黑暗，却敌不过她黑暗的天赋……简·坎皮恩，终于找到教母级的女导演了
钢琴课,露娜peace,力荐,2006-06-12,和文身男做爱做的事情……哈哈……结尾女主角掉进海里，再出来时，终于重生。
钢琴课,rr,力荐,2013-04-04,文艺女和实用男是不能沟通的。如果几年前看这片，只能理解一半吧，看得晚有看得晚的好处。
钢琴课,flare,力荐,2012-05-23,美丽的隐喻，美丽的画面。配乐也很美，尤其是以艾米莉狄金森诗名命名的“the heart asks pleasure first”。
钢琴课,Utopia,力荐,2008-02-13,"2006.5.26 是自由,还是欲望? 是音乐, 还是爱情? 寂寞,孤独,这片海.又是这片海，不一样的时间，不一样的人物，不一样的故事．一样的海，一样的寂寞．""对于我，对于很多新西兰人来说，那些野性四溢的海滩，尤其是奥克兰和新普利茅斯 附近海滩上那些黑色的沙子，就等于是艾米莉·勃朗特的荒原"
钢琴课,[已注销],力荐,2012-04-01,"At night. I think of my piano in its ocean grave, and sometimes of myself floating above it. Down there everything. 　"
钢琴课,乌咪,推荐,2009-06-22,简·坎皮恩作品，在当年的奥斯卡上斩获颇丰，获得最佳编剧、最佳女主角、最佳女配角三项大奖，再次重温，仍然感触很深。
钢琴课,非虚构,力荐,2016-09-30,片尾艾达落水的镜头与法国著名导演让·维果1934年拍摄的《亚塔兰特号驳船》中的类似镜头有异曲同工之妙，后者已成为电影史的经典画面，而坎波恩运用现代的特技摄影，更给人以神奇与浪漫之感。
钢琴课,［已注销］,力荐,2011-02-13,我原本以为她是摆脱了自闭而得到重生，看了一些评论之后发现也有种观点认为她是挣脱了严肃和理想的自我选择了本能和现实的人生。看来我的能力还是肤浅了点啊...
钢琴课,小A,很差,2010-08-25,难以置信它和《霸王别姬》分享金棕榈。本片基本上毫无逻辑可言。节奏感很差，剪辑之跳跃，穿帮镜头之穿帮程度令人忍无可忍。最后半小时莫名其妙。这就是典型的女人拍的电影。或者我可以认为坎皮恩在教我女人真实的思想，which就是这样没有逻辑和节奏感。严重怀疑我和路易·马勒看的不是同一个版本。
钢琴课,超cute侠,力荐,2012-07-13,随着钢琴沉入深海，艾达的过去也一并告别，迎接她的是一个崭新的，充满爱的世界。
钢琴课,Jules,力荐,2012-01-30,一个性格不好的叛逆少女被幸福敲门了，在失去一根手指以后happy ever after了，ouch！
钢琴课,LEI,还行,2008-01-29,憋死我了！做爱不能出声，被打不能出生，最后夺取她比生命还珍贵的手指时还是不能出声。我憋死了我！！我心憋得慌！！！是，有一种爱情全然无声，但是我不要这样“唯美”的爱情，影片，很好，心情，不好！所以，只给三颗星！
钢琴课,Zola,力荐,2011-05-08,献给女人的电影，霍利•亨特表现完美，和哈威·凯特尔均全裸出演。这部电影当年和霸王别姬同获金棕榈，果然不同寻常。电影拍得很美，钢琴很美，爱很美，非常喜欢最后的结局。
钢琴课,matchbox,力荐,2007-09-26,2016.1.2 三刷。漂洋过海的设定和世外桃源般的神秘丛林让人很难不以为然，再加上Michael Nyman一上来就逮住神经的配乐，这就不是一部供你理性拆解的电影。
钢琴课,陶子冬,力荐,2010-05-04,喜欢原声，喜欢这个故事，先后有两个版本。
钢琴课,kaqiman,力荐,2011-11-23,"what a death, what a chance, what a surprise"
钢琴课,有寂,力荐,2011-04-29,一个女人如何用最坚强的性格，去发出无言的抗争。最喜欢的女演员，即使你老了，依然爱你，Holly。
钢琴课,暴力卡車,还行,2010-05-04,肉慾超越了夫妻甚至母子之情 越來越反感同情總是落在偷情者的身上
钢琴课,1零一一,力荐,2013-03-18,"死亡的滋味,好一个机会,好一个惊喜,我的意志选取了生命.果然女导演就是女导演,好细腻,好注重细节.分明是个弱者却无时无刻都在彰显着自己的固执."
钢琴课,二姑娘嗲娃,力荐,2011-08-16,黑白琴键勾勒出的爱情，早已紧闭自己心灵的哑女燃起心中爱的火焰，当自己的丈夫砍掉自己无名指的那刻，当陪伴一生的钢琴石沉大海，孤独不再相随，耳朵边依然回想起那首“The Heart Asks Pleasure First”
钢琴课,倾蕙宁,2014-04-18,2014-04-18,最后钢琴“教师”和她的情人在一起了，不过她也付出了她的手指。原本她企图和她心爱的钢琴一同沉入海底，不过后来改变了主意。活着多好，有无限可能。
钢琴课,有心打扰,较差,2015-07-19,“夜深人静的时候，想起放在海底的琴，那深深的海底埋葬着悄然无声的沉默。” 把最深的寂寞留给大海。
钢琴课,你可以叫我水,推荐,2019-04-28,为什么电影的导演是女性，我们就总要强调女性女性呢，就好像细腻是女性的专长，而反抗压迫，争取独立，对抗男权就是女导演一生的目标和固定任务一样。其实在这部电影里，我倒是看到了这个女人超乎性别的部分，即：想怎样就怎样，我不哭不闹，该骚就骚，跟着爱就跑。
钢琴课,米粒,力荐,2010-03-30,这个真的是……深情即是一桩悲剧，必得以死来句读。。
钢琴课,prost,较差,2010-09-07,没有爱情，钢琴才是她的命。她清高因为她得不到爱。于是丈夫便可悲了。——又是一部做作的文艺爱情片，如果女主索性跟钢琴一起被海埋了蜗大概能多打一星 ps：蜗阴暗的觉得，女主迷恋上了肉所以ms得到了爱还搞得轰轰烈烈，说穿了就是个出轨故事
钢琴课,大夜士,还行,2012-09-21,琴声破碎之处，原来空无一物。世内之物经维度的求导会使影像然后是音乐来临，所以音乐作为美学的最高形式承载的是广阔的解域空间，反之音乐也理所当然能结域广袤的空间。
钢琴课,独行侠杀手阿何,还行,2014-03-15,Who loves her most?Just the viewpoints of husband(male) and wife(female) are different.对于她，钢琴意味着她的精神世界，而对于她丈夫，只不过是个累赘。最后如沉下海底的钢琴一样，束缚被挣脱。主旋律就如流水声那般优美流畅啊。Anna真可爱，Sam Neil真像Hugo Weaving！[白色情人节看的爱情片]
钢琴课,qishu,力荐,2009-07-31,「如果追逆，遥远的小镇上有我的男人，和他砍下来的我的灵活的小手指。如果追逆，沉静的大海里有我的钢琴，和它牵连的绳索上缠着的我的一只鞋子。我一直都想知道，寂寞的时候，我的小手指会不会偷偷跑去大洋底下找它最心爱的钢琴跳一支舞呢。 」多年前悦然写下的那篇文我很喜欢，和电影一样牵住了心。
钢琴课,mmhh,还行,2014-01-19,海边的场景好美丽，故事看不懂，爱情莫名其妙。哑女ada带着女儿改嫁到新西兰，钢琴太重被扔在海滩。土著用土地向丈夫交换ada教钢琴，并向女主承诺一堂课可以换回一个琴键。两人奸情被丈夫发现，ada被砍掉食指，丈夫同意让两人离开。船上ada决定抛下钢琴，但自己被带下水，挣扎逃生，此后三人幸福的生活
钢琴课,鬼腳七,还行,2011-12-07,女性叙事代表作，并且用很隐晦曲折的方式表现了一个反抗男权暴力的女人。但是在另一层面上来说，这种特殊环境其实是强加和预设的，以及主题显得过于感性化，都弱化了探讨力度。名不副实啊。
钢琴课,某茶君,力荐,2006-01-13,无语的力量...身体换钢琴这个桥段那么多年以后想起还是那么记忆犹新...
钢琴课,娘圈圈 瞎比比,力荐,2015-02-27,喜欢它很学院很结构化很精确又非常感性的气质。大银幕和时而排山倒海时而细腻如丝的声音加一星★★★★★★ 女主角长得像夏洛特，非常有才华！那个稚嫩的inner voice是她配的吗，感觉有点违和。
钢琴课,徐若风,力荐,2015-07-20,电影频道二刷。坚强女人的深处和大海的深沉，丝缕般如诗的镜头和极度精确的调度，情仇和穷途末路的爱⋯一切最后都复归平静了。剧本依然已经到了可以拿来解剖的地步，精而细腻，孤僻而又热绝。结尾很好，给了希望，也说明了这种女权不实的矛盾。对这部电影的所有批判也值得关注，都有一定道理。
钢琴课,路德维希.de,力荐,2015-08-17,4.9。一部幽暗、暴烈、拒绝触碰的影片。观者仿佛被一个深不见底的漩涡绞碎，温柔的结局也无法对其强力削减丝毫。霍莉·亨特的演出是影史级的。与《钢琴课》一比，当年的奥斯卡最佳影片《辛德勒的名单》显得假大空。
钢琴课,给我个电话亭，我要拯救地球！,力荐,2010-03-21,为什么会有如此完美的音乐！！！（这个小女孩确实出彩。。应该说是，太他妈的出彩了。我想看想看想看想了多少年的电影！！！完全没有让我失望！
钢琴课,narcissus,还行,2008-06-17,"小時候明明看過，卻只記得那根斷指...再看一遍才發現如此肉欲。  實在不明白為什么愛上了，寢室人都覺得惡心，說男的滿身橫肉。  有一瞬真的希望她和鋼琴一同死了，但是就是那么彪悍，她上來了＝ ＝|||  看了鋼琴課，我們發現我門能容忍的還有許多。  音樂很好聽  http://www.youku.com/playlist_show/id_932173.html（觀看地址）"
钢琴课,démodé,还行,2013-02-10,"没见过这么倔强的女人 有点不喜欢 为何人人都还依着她? 也不明白为何两人会相爱 这么又回到那个 ""喜欢不需要理由""的道理上了.. 忽然有了种感悟: 如果自己不是懂艺术的人就千万不要和懂的人混, 永远会觉得他们好高深莫测思想多变、自己望尘莫及。"
钢琴课,nikki,还行,2012-12-13,很久之前在电视上看的，而且还不止一次，但说实在我现在只记得住一些小片断了
钢琴课,xīn,力荐,2007-12-24,资料馆2015.2.27.7pm 大银幕重看，更能体会其教科书般的精准。
钢琴课,PsychoMiss9,还行,2012-04-25,"没办法 这女人太丑, 同时太不知道怎么说.- - 选择了一种生活, 就要对自己的选择负责. 何况此时自己不仅是一个女人, 更是一个母亲."
钢琴课,紫领 爱,力荐,2008-09-12,"我从6岁起，拒绝说话  因为大部分人，都说的是废话  于是，我爱上寂静  其实，我并不寂静  我爱钢琴，音符是我的表达方式  我一直缄默  直到遇到他  他一点一滴的走进我心里  从心底，摧毁我一个人的世界，建起两个人的天地  真爱重建我的世界  把我从无声带入有声  从黑白带入色彩  我开始学习说话，开始学习以前没尝试过的。  生命开始新的篇章。"
钢琴课,TWY,推荐,2017-09-11,霍利·亨特和安娜·帕奎因一起的每秒都如此美丽，不过更爱胶片下的海洋与雨林所塑造的神秘主义，以及音乐本身带有的那种无法言说的情感魅力。【2017.9.10 @LincolnCenter in 35mm】
钢琴课,Kaku,还行,2012-08-30,什么跟什么啊都。
钢琴课,LORENZO 洛伦佐,推荐,2019-06-27,很小的时候在中央六套看过，对钢琴沉入大海那一幕记忆犹新。重看，还是有些不喜欢的地方，just too predictable. 但是喜欢一切有海的镜头。
钢琴课,OnJel.,2007-10-28,2007-10-28,怎么办我喜欢女主角。她怎么能长成这样太祸害了。
钢琴课,阿Q,推荐,2012-01-10,"4.5星. 又是一部曾在CCTV6看過的經典影片. 很喜歡, 音樂與畫面的優美冷澈, Ada倔強深邃的眼神, 蒼白的皮膚, 大海與鋼琴悲傷而浪漫的相依...第一次曾驚歎于故事的殘酷唯美, 重看時對影片的女性視角更有感觸, 尊重導演的結局, 但仍存疑, 救贖Ada的是愛嗎? 還是內心對重生的渴望? 這種力量足夠巨大?"
钢琴课,Salyu,推荐,2013-04-14,For a death.For a chance.For a surprise.为了爱情，她抛弃了最爱的钢琴。
钢琴课,汪金卫,推荐,2015-02-27,【中国电影资料馆展映】关乎音乐、情欲与爱情的女性电影。身为男人的我其实有点捉摸不透。难道真如所说“到达女人心里的路是阴道”？欲望带来爱情？最震撼我的一场戏是女主被丈夫惩罚后，面无表情冷静地坐在泥地里。眼神中的冷峻、决绝让人难忘。另外，结尾要是把熊孩子和钢琴一起扔了多好！哼哼
钢琴课,猫语猫寻,还行,2010-12-07,我不认为这是个好片，编剧的耐心明显不足。另外，我不喜欢这个故事！禁忌的恋爱是给有勇气的人的，我没有勇气且懦弱不堪，我不愿意从别人的勇气里看到自己的懦弱，我讨厌这部片！讨厌！！！
钢琴课,Peter Cat,力荐,2015-04-09,是。这个片有非常刻意地方。但即便这样，也完全不愧对金棕榈。和霸王别姬的确不分伯仲。仅这一部电影，我就可以打包票，坎皮恩的场面调度能力绝对是世界范围内顶级的。我一边看就一边想，能把电影做到这份上，得在分镜和现场执行上下了多少功夫。
钢琴课,同志亦凡人中文站,力荐,2015-08-16,一堂课，换一个琴键；从习惯到禁恋。在那片海滩，对着汹涌海潮，弹奏出女性的情欲乐章。最后随钢琴被埋葬在海底的，是曾经封闭的内心世界。画面调度完美，简康平女士真是新西兰电影之光。（一定要去那片海滩～！）
钢琴课,朵儿 I  KEN,2008-05-21,2008-05-21,看过很多遍，还是想看！
钢琴课,唐山,2013-03-17,2013-03-17,不愧是经典之作。隐喻了女性命运的悲凉：被抛到陌生的港湾，和陌生人组成家庭，只能用音乐来找寻自己，为此宁可忍受被伤害被侮辱的命运，然而，当爱浮现时，一切终于得到救赎。其实，这个救赎是偶然的，无边的海洋中，掩藏着无数与音乐殉葬的人们，她们始终没有找到归路。
钢琴课,三千岁,还行,2019-04-23,张爱玲说过：到女人心里的路通过阴道。比起男人，还是女人更加了解女人，这是一个关于女性独立的电影，导演也是一位女性。可以说，在感觉上、女性意识层面，电影透着股柔软、静谧、悠远之感。海边的琴声想起、最后沉入海底的深蓝色、抒情笔调拍得比较唯美。一个有着悲惨过去的中年妇女，丈夫早逝，被迫改嫁，遇到两个男人。一个是冰冷的殖民者，只顾钱；另一个没文化的粗鲁大汉，只想睡她。音乐是连接三个人的秘钥，女性的身心解放与自我救赎从赎琴开始、直到钢琴被丢进大海结束。音乐是女性对世界发声的工具，在丢掉的那一刹那，完成了涅槃或者重生。她开始尝试说话、用另一种方式去爱自己、爱他人。当然，对待音乐理解更为通透，敢于放下后的拥有才是真的拥有。女导演的触觉细腻、敏感，也正是这种底色所致，电影还是陷入儿女情长的套路里，不够深沉。
钢琴课,盲忙,推荐,2010-05-05,人们都叫我怪物，我很高兴，因为我和大多数人不一样。不忠有时候并不是背叛，因为或许原本就没有爱情。很多年前看只记住了树上的那些原住民，现在却记住了女主角的双眼。这个女导演去年拍了明亮的星
钢琴课,梦里诗书,推荐,2017-07-11,透过那凄美而又优雅的基色，作为女性导演的简·坎皮恩在《钢琴课》中将女性意识的觉醒赋予了辞喻横生的形态，这种觉醒在电影中并不是因为世俗的压迫偏见，爱情也并不再是电影最为重要的构因，其所让我们为之一窥的是一个独立女性的欲望与精神。
钢琴课,[已注销],较差,2010-07-11,女导演想的太多了，而且想表达的太多了，完全没有一个独立成熟的表达体系，拍出来的就四不像了。 女主的长相实在是惊恐，而且极度自私，她谁都不爱，她只爱自己，无道德，无规矩，她不要束缚，反而来伤害其他人。她最后怎么不和自己的钢琴一起去死？！
钢琴课,胤祥,力荐,2009-07-17,的确跟《霸王别姬》有的一拼
钢琴课,冰红深蓝,力荐,2015-08-16,"简·坎皮恩代表作，93年戛纳金棕榈奖。①彻底的女性主义电影,将女性心理展现得细腻雅致；②霍利亨特的双影后实至名归,坚毅,孤傲,纤弱外表下情欲暗涌的内心；③摄影美极,幽蓝大海,灰蒙天空,阴湿丛林,海边钢琴与沙滩上的海马-高音符；④诗意而充满隐喻的构图与调度:航拍,特写,过肩,双人,窥视。（9.5/10）"
钢琴课,马發財,推荐,2012-01-20,细腻，安静，美丽，富有诗意，情感饱满，一部讲述欲望，嫉妒与宽容的女性主义的完美之作。亨特将自闭，高傲，隐忍，内敛，优雅，坚强，且活在幻想世界的艾达刻画得令人着迷——我的意志选择了生命。8.1
钢琴课,凤瞳,推荐,2010-11-16,第46届戛纳电影节金棕榈奖 第66届奥斯卡金像奖最佳女主角 最佳女配角 最佳原创剧本 钢琴。。。爱
钢琴课,kindsos,推荐,2011-01-23,音乐好听。有的时候心灵的沟通不用语言。。
钢琴课,陌聆,力荐,2010-06-20,“一部几乎堪称完美的女性电影。所谓女性电影是指它向人们展示的不再是女人世俗意义上与男人的对抗，而是一个内心独立、能够在精神上自足的女性在经过挣扎之后，与现实达成和解的过程。”
钢琴课,寂地,推荐,2009-12-08,悲惨的地方在于，一个女人要在自己热爱的艺术中沉浸，却需要经历男人的磨难。要埋葬自己的一部分在深海，才可成全自我，才可接纳他人。要死一次，才可重生。
钢琴课,又一片放逐地,还行,2008-05-25,"以文艺色情之名,扯淡. "
钢琴课,西楼尘,推荐,2018-01-01,斯图尔特将她当宠物豢养，想着假以时日她总会爱上自己。贝因却把她当成鸽子，还给她翅膀并知晓禽鸟回巢。陷进感情的泥沼，被欲望的套索裹缠。这寂寞的岛屿，压抑不住躁动的音符。经年以后，人们打捞起海底沉默的钢琴，琴键上书写的爱意被后人传为佳话。再没人知道，另一个男人也曾深情，终究殆无孑遗。
钢琴课,張騫,还行,2008-02-16,看的我难受，我是说浑身不舒服。。。甚至有点恶心了都
钢琴课,♛Andrea☮,还行,2010-05-03,除了音乐其他整个很变态啊！女文青就是事多==
钢琴课,眠去,推荐,2008-01-18,女性是否真正具有独立的精神人格。
钢琴课,陈宥维的女朋友,推荐,2017-05-11,这部电影无关爱情，或者说片中的爱情微不足道，让我印象深刻的则是一个女人对钢琴的迷恋及对肉体的渴望，霍利·亨特仅用肢体语言便描绘出了角色的心境，优雅、细腻、隐忍、执着、高傲、自私，从各个方面讲她的表演都很出彩，无疑是全片的灵魂所在，摄影和配乐则赋予了其诗意，唯一的缺陷是叙事。
钢琴课,veronique,推荐,2006-06-15,"断指的那一刻,我流泪了"
钢琴课,哪吒男,推荐,2015-01-25,花没有声音，安静，温暖的风来了，却愿意四肢全张开，尽态极妍，给人看她猩红色的内里。
钢琴课,Morning,推荐,2017-09-29,这个电影拍出了人生落叶之美。霍利亨特的表演在这部电影里就像舞蹈一样美丽，在钢琴终于回到自己身边的时候，她去找贝因，临走时打他，然后跌坐在门前，这就是被爱包裹着的怒气，恰到好处，让人看到了无尽的渴望的爱。
钢琴课,Thoreau,力荐,2011-05-10,剧本，摄影，配乐，表演一绝，简坎皮恩是我见过最知性的女导演，片子细腻，安静，美丽，富有诗意，情感饱满，一部讲述欲望，嫉妒与宽容的女性主义的完美之作!!!l Hunter将自闭，高傲，隐忍，内敛，优雅，坚强，情绪化且活在幻想世界的Ada刻画得令人着迷---我的意志选择了生命!!!
钢琴课,斯齊佐飛力尼克,还行,2012-02-05,这也叫爱情么？
钢琴课,坂口健大郎,力荐,2017-09-03,【A】有人说觉得不舒服，有人看到出轨的少妇，有人看到丑陋的肉体，他们想看什么？有人为她被剁掉手指叫好，有人觉得她应该死在海里，他们都伸出手指告诉她应该做什么。所以现在知道它伟大在哪里了吗？
钢琴课,Allen,推荐,2017-09-24,辛勤耕作是爱达丈夫的人生理念；贝恩斯像那片未开化的原始森林，充满着毫无雕琢的野性和本能；爱达对钢琴的迷恋是因为弹琴弥补了她语言的障碍。原始美的吸引力跟琴声的古典韵味一样，对人的本性有不可抗拒的魔力。亨特扮演的爱达，虽然没有一句台词，但激情饱满，表现力强到几乎等同于呐喊。帕昆扮演的
钢琴课,A-sun*,还行,2010-06-09,钢琴束缚着我。最后一刻，我挣脱了它。
钢琴课,(๑⁼̴̀д⁼̴́๑),推荐,2017-05-11,于是用八十亩土地和斯图尔特交换了钢琴，并请爱达天天到他家来教他弹钢琴，承诺一堂课可以换回一个琴键。爱达欣然同意了。贝因深爱着爱达，通过一节节钢琴课，两人的情感渐渐滋长
钢琴课,影志,力荐,2005-08-24,“夜深人静的时候，想起放在海底的琴，那深深的海底埋葬着悄然无声的沉默。” 把最深的寂寞留给大海。
钢琴课,薇羅尼卡,推荐,2006-03-27,不要看表面，而是爱情本身
钢琴课,周先生,还行,2008-12-23,过于刻意。。大多认为自己没人懂、其他人都是世俗的癞蛤蟆、只有我是天鹅的人，其实对生活都隔膜得很，也毫不关心真正的生活。别人哪有理解和同情你的义务！如果真的有人走近这样的你，多半他有一定的目的，或者他也是个只愿活在自己世界里的人。但往往这样的人走近了会发现，无法在实际的生活里相处，或者，他根本不值得你的感情。   　　   　　自怨自怜、自悲自叹的人，不懂得谦卑。
精灵宝可梦,爱的镇魂歌,力荐,2016-12-20,石英、橘子、城都，无印容纳了两个世代。可爱的皮神，萌蠢的可达，黏人的菊草叶，灵魂歌手的胖丁，还有那百殆百战鸭哪砍鸡的火箭队，满载回忆。动画很好的融进口袋系列收集、养成、交换、追加四大要素，填补游戏在故事性上的空缺，用训练家和宝可梦间的羁绊，完善构建出了一个有血有肉有魅力的世界观。
精灵宝可梦,kanasaka,推荐,2009-04-05,火箭队啊~~
精灵宝可梦,[已注销],力荐,2011-01-19,第一部依然记忆犹新。
精灵宝可梦,湿漉漉_,力荐,2013-05-13,经典
精灵宝可梦,Miss黑桃,力荐,2011-04-01,没看过的根本没有童年。
精灵宝可梦,随觉随炮,力荐,2012-01-16,小次郎好帅，喵猫好萌
精灵宝可梦,脫繮的蛇肉堡,力荐,2008-07-02,= =咱最爱的小动画，童年的美好回忆。
精灵宝可梦,已注销。,力荐,2012-08-11,可爱又迷人的反派脚色，就是这样，喵
精灵宝可梦,毛豆冻鹿,力荐,2010-08-31,别拦我嘻嘻嘻……最喜欢的……记得小时候无限妄想上学能带只皮卡丘哈哈哈！！！ 长大后成了皮卡丘本命=v=【你……
精灵宝可梦,keroro,力荐,2010-01-12,皮卡丘~
精灵宝可梦,少女L,力荐,2011-02-06,没看过的没童年-。-
精灵宝可梦,z先森,力荐,2011-11-19,皮卡丘
精灵宝可梦,狐狸的帽子。,力荐,2012-08-03,皮卡皮卡~
精灵宝可梦,ZeonGin Sou,推荐,2011-04-24,现在看就吃不下了，节奏太慢了。
精灵宝可梦,东厂仅一位,推荐,2008-03-17,喵咪
精灵宝可梦,钦流,推荐,2013-12-14,看了几集，太长了就弃了。到小刚抱着大岩石吧
精灵宝可梦,阿闪.,力荐,2008-11-15,咩哈哈。。我有好多卡片。。
精灵宝可梦,salonbus,还行,2008-05-03,嘿，比卡丘
精灵宝可梦,風知道,2015-12-24,2015-12-24,既然你诚心诚意的发问了，我就大发慈悲的告诉你，为了防止世界被破坏，为了保护世界的和平，贯彻爱与真实的邪恶，可爱又迷人的反派角色，武藏，小次郎。我们是穿梭在银河的火箭队，白洞，白色的明天在等着我们，就是这样，喵，
精灵宝可梦,雅汗,力荐,2012-04-04,小时候为了看这个每天好着急回家啊
精灵宝可梦,Harakiri,力荐,2010-12-31,大爱！
精灵宝可梦,静嘉_顺顺利利,2010-06-02,2010-06-02,治愈系的
精灵宝可梦,马自挂,力荐,2011-01-11,我和小学同桌画了一本所有的宠物小精灵图鉴，彩色的还带数据分析呢哈哈哈
精灵宝可梦,伊麗莎白,推荐,2008-11-09,"没办法!我就是喜欢皮卡丘,完全被它的可爱和气质所折服,哈哈!这部动画非常耐看,有创意又包含趣味性!还是热血动画哦!"
精灵宝可梦,一家美丽,推荐,2010-07-01,成长的足迹
精灵宝可梦,湖岸,推荐,2009-02-12,属于90后的动画片，也是在表弟看电视的时候看到的，因为表弟是在外婆家长大的，所以晚饭时间外婆家的电视播的都是动画片，而外婆家也是我的据点，因此我只能看我表弟看的电视台。不过这部我很喜欢，竟然在大学的时候借了表弟的碟全部看完了，是有多幼稚啊我。。。
精灵宝可梦,cincin,推荐,2011-03-13,pokemon~放进我口袋中~♪
精灵宝可梦,鱼肥果熟,推荐,2013-07-22,为了守候世界的和平
精灵宝可梦,清舞翩翩,推荐,2013-09-17,为了防止世界被破坏 为了保护世界的和平 贯彻爱与真实的邪恶 可爱又迷人的反叛角色 我是武藏 我是小次郎 我们是穿梭在银河的火箭队 白洞 白色的明天在等着我们 就是这样 喵~~
精灵宝可梦,戎夷先生,推荐,2011-09-22,"我当初怎么这么喜欢这部动画  "
精灵宝可梦,玖。,推荐,2009-07-09,一直没想到小次郎竟然是那么一个有钱家的少爷。
精灵宝可梦,不知道說甚麼了,推荐,2013-10-15,小智，我恨你。
精灵宝可梦,小克,还行,2008-04-13,我就喜欢看新的怪物和新招数 我要妙蛙种子和小火龙
精灵宝可梦,###疼,力荐,2011-09-20,宠物小精灵 皮卡丘 童年 1997
精灵宝可梦,小祝,2011-10-04,2011-10-04,不看也得看。。
精灵宝可梦,张大默,力荐,2010-06-16,小时候的回忆。点点滴滴
精灵宝可梦,貓頭一,推荐,2011-05-15,我喜欢比卡超这种动物的啊啊啊啊啊。
