film,user,star,time,content
无言的山丘,穷凶极恶,力荐,2017-12-21,看完才知海报上的姑娘的美，台湾割给日本无言的痛，比悲情城市好。开头两兄弟问路，盲人老人笑着离去；阿柔攒的足钱，留不下一个丈夫；阿尾痴富美子，混血杂种对自己身份的纠结。常说无缘，被时代背景阻隔的爱情，不能好好爱你，也不得有个happy ending，如史诗一般厚重。
无言的山丘,aaadzy,力荐,2018-09-12,华语电影的巅峰，伴随着唢呐声老鸨缓缓拉开帷幕的那一瞬间太震撼了
无言的山丘,邮差总按两次铃,力荐,2019-11-13,三部曲里叙事最舒服的一部，也是最好看的一部。忙忙碌，来空空，去空空。
无言的山丘,Likekids,力荐,2020-02-18,媲美《牯岭街少年杀人事件》，简直就是史诗级作品！
无言的山丘,你猜我猜不猜,推荐,2019-01-07,为什么最后两人亲吻的时候，要让男主首先下意识的摸胸呢。如果只是拥吻，则还可以想象，二人是拥抱着相互取暖，出于感情的原因，两个孤零零的人以后将相互依靠。但如果是摸胸，总让人觉得还是一种底层式的，纯粹的欲望发泄。
无言的山丘,猴儿again,力荐,2015-01-25,在电影院看的胶片版，描述日据时期的电影，由于是90分钟的剪辑版（原片180分钟左右），所以大部分情节都被剪得七零八落，不过大概的点还是可以想出来，很多地方抓得非常精准。
无言的山丘,梵婀玲没下巴,力荐,2019-11-19,日据期间的台湾，不管是台湾人民还是日本人，都好苦。战争啊，为什么要有战争。
无言的山丘,Damn,力荐,2013-09-07,锥心之痛；体无完肤。画面、镜头、语言、人物、情节无不像一阵温柔的弹雨在摧打着人的情绪.
无言的山丘,反山,力荐,2019-03-03,这个就真的要用大师来形容了，故事丰富，从容，自然，推动力很强，几条线几组人物不蔓不枝恰到好处，爱情、友情、兄弟情一一涉及，没有丝毫匠气。画面水准极高，音乐增色不少，电影里的世界对我来说完全就是真实的，时空已被永恒建构。
无言的山丘,CHANSON,力荐,2018-06-16,厚重的题材和剧本，却处理很得体的镜头表达。叙事可以说非常没有转折了，但画面下隐藏浮动着的悲戚、底层的生活和价值观气质，都让人不敢期待下个人物的结局。动人的人物命运，配以静美到令人震惊的台湾乡村镜头和富美子妆后形象，这反差效果震撼，让人记忆深刻。
无言的山丘,onigiri,2013-02-17,2013-02-17,红目杀死矿长后怎么不知道悄悄逃走呢 阿柔飒得很可爱
济公游记,幽谷暄和,推荐,2019-04-13,更早前所看，标记。经典的电视剧。
济公游记,已注销,力荐,2020-02-10,经典
济公游记,无敌的白金之星,力荐,2017-06-30,貌似是第二部
济公游记,朴晏,还行,2020-02-09,跟我爸一起看的
济公游记,树上的猫咪,力荐,2015-03-03,回忆
济公游记,小liu同学,力荐,2019-09-23,以前看过N遍，长大了才知道济公是游本昌演的
济公游记,路边梧桐,力荐,2017-03-16,游本昌抓住了济公的神韵，把济公演活了。
济公游记,奶猫,力荐,2019-09-14,好想回到小的时候，那样子的年代真好
济公游记,stalker,力荐,2020-02-19,补
济公游记,别来无恙.,力荐,2020-04-13,标记
济公游记,悠幽忧狐,推荐,2019-01-29,就听个热闹吧
济公游记,Tequila🍸,推荐,2020-08-03,(⊙o⊙)哇，在首页看到这个，瞬间想起小时候偷偷看黑白电视的日子
济公游记,此情可待成追忆,力荐,2019-11-03,游本昌之后没人能神行兼备演好济公
济公游记,独慕,推荐,2017-10-10,童年回忆
济公游记,滿洲里有象,推荐,2017-05-16,游本昌把济公演活了 经典的范本
济公游记,漆雕,力荐,2020-05-30,经典记忆
济公游记,溺水小刀,力荐,2018-07-19,微博刷到片段  是外公的最爱
济公游记,小潘凤梨酥,力荐,2019-12-20,唉！现在的电视台都不会播这样老的电视剧了吧。里面的情节无非是惩恶扬善，扶危济困，但如今想来却感人至深。庄周梦蝶，黄粱一梦，有几个人能最后醒过来，重新来过呢？向终身奉献给人民老艺术家致敬。
济公游记,夜晚感性的动物,力荐,2019-05-03,补。
济公游记,明月星辰,力荐,2019-05-29,每次电视台重播我都会看。
龙在江湖,懵懂少年,推荐,2020-02-18,很不错的黑帮片，三星半。  胸口一对“鹰咪炼奶”，背上一条云中龙的祥弟，一开场救了太子，死了老婆，就走上了窝囊之路。  方中信搭梁咏琪，偏偏理智的梁咏琪又喜欢了混混的刘德华，方中信又醋味十足。  高潮是借刀杀人戏（杀太子、丧波）、诬陷戏（诬陷社团老大）、法庭反转戏（梁咏琪表白刘德华）以及最后梁咏琪的感情戏。  媚姐性感，刘德华帅气，短发理智的梁咏琪，清纯的知性美。三年的感情都比不上几天相处，方中信意难平啊。  “追到又怎么样呢？……我想得很清楚，我们没可能，就算我们现在在一起，一两年之后我们都会分开，我曾经很喜欢很喜欢你，这种感觉，我知道将来都不会再有，何不留个美好回忆给大家……将来老了，想起都会好甜……祥弟，给我看完你这一眼，然后回去好好照顾大洪和Ruby，我看了这一眼我不会回头看了……”
龙在江湖,O型血,2020-07-14,2020-07-14,刘德华欲退黑帮反组织。
龙在江湖,埃路皮,力荐,2011-05-19,刘天王演懦弱瘪三还是蛮好看的。
龙在江湖,嗦罗蜜,较差,2016-12-02,三星都不想给。大烂片。刘德华的表演就是不讨喜，这个角色要是张国荣或梁朝伟，剧情就可以成立了。刘德华就演不了那种坏坏的又招人爱的样子。他的坏坏假的就TM是伪君子。梁咏琪凭什么爱他？打不能打，坏不够坏，花不够花，就因为SB的一句我不能坐牢，我儿子不能看见我坐牢。肏，这也能叫理由？
龙在江湖,莎会长,还行,2008-12-11,初中还是高中看的，不记得了。只记得当时看到结尾是哭了的。
龙在江湖,[已注销],推荐,2018-04-22,说到香港电影，我总会想起古惑仔黑帮……印象深刻正是因为真实又触目，让我真的以为香港街头就和电影里一样……也正是通过这样的港片，让我知道小混混也有普通的人生，也有善的一面……可毕竟人在江湖，命不是自己给的。
龙在江湖,垃圾侠,还行,2019-07-04,那个时候梁咏琪的短发造型真的很漂亮，其他就没什么好说的了。
龙在江湖,岁月不停留,推荐,2016-05-28,很有内涵的江湖片，华仔饰演的小混混是懦弱的但他深爱着自己的孩子。结尾的反转也是一大亮点，《当我遇上你》好听
龙在江湖,[已注销],还行,2009-08-13,她最後沒有回頭，所以沒有看到他在她身後不遠處，被人殺死。
龙在江湖,蓝人,较差,2011-12-31,无聊
龙在江湖,Juliet,推荐,2018-12-09,看了五分钟发现看过……记得很清楚刘德华这个妻子死了自己带儿子的小混混，妻子朋友常来关心安慰什么的……啥时候看的在哪里看的也不记得了……看过的乱七八糟的港片可真够多的……她最后没有回头，这个男人便会永远留在她心里。王晶导演在豆瓣太被低估了。
龙在江湖,twinsen,还行,2020-02-12,出来混迟早要还的，不过逻辑性太差了，五分最多了，其中四分给关秀媚，一分给刘德华
龙在江湖,魔之,推荐,2009-01-02,我认为这部是华仔最好的电影
龙在江湖,窗某人,2019-01-03,2019-01-03,噱头式的暴虐……就真的不是我的菜……
龙在江湖,梅花野老,较差,2017-10-23,人人都爱古惑仔
龙在江湖,综艺圈萌主,推荐,2020-08-22,刘德华这个大哥当的太憋屈了，死了前妻儿子被戳伤现任被轮，喜欢自己的律师转身离开自己又被刀杀，你会发现幕后大佬依然是大佬，即使坐牢也稳如泰山。摒除偏见这片子很好了。
龙在江湖,nono1943,还行,2008-06-13,前几天看的。
龙在江湖,哈根达斯,力荐,2010-10-24,刘德华演的最像样的古惑仔，还有我喜欢的李灿森出演。。。
龙在江湖,螃蟹boss,推荐,2018-02-02,刘华最像古惑仔的一部，尤其前半段，剪辑配乐衣着造型和他整个人的痞状，比他90年前后演的古惑仔都像样，当然可能因为那时候演得太不像。后半段上法庭，他一下子由金发刘海变成了黑色背头，瞬间帅成一道闪电！有美人骨的人只会被刘海耽误美貌啊！杰克苏本苏，杨过般招苏。插曲你是我的女人又面熟了！
龙在江湖,申小,推荐,2020-03-20,看到华仔急停，跪在地上  另一边，露比和儿子  那一刻，我真的看不下去了。。。。  我不知为何，难受的不行
美国X档案,普赖尔蒂斯,推荐,2010-10-28,白人强权被白人践踏的瞬间，我们才知道，种族问题不是种族问题，是人类本性的问题
美国X档案,Karasu,力荐,2011-12-26,“You're pissed off all the time but it didn't make your life any better.” But the film didn't stop there. It's not just another anti-racism film. It's calling for violence with a muffled sound. The serenity will never come to this world. And you have to fight until the end. 
美国X档案,Jaime,力荐,2010-11-25,"Life's too short to be pissed off all the time. It's just not worth it.   ."
美国X档案,小黄豹,力荐,2008-03-19,诺顿在起点极高的一级恐惧之后终于有了媲美之作，而且那时的福隆还没残。补充一句，福隆那张脸也像是穿越过来的，男人长得太美还真囧，特别是他和女人kiss的时候……
美国X档案,Fantasy,推荐,2011-07-22,"You hate niggers, until you meet white trash. "
美国X档案,蓝颜祸水,力荐,2010-05-15,震撼心灵的片子，索然男主角思想的转变显得过于迅速，我还是很欣赏这部电影的基调与色彩。另外，诺顿的造型真的很帅。
美国X档案,新西兰孙小社,力荐,2010-11-01,这部片至少在奥斯卡提名上，成了诺顿表演的巅峰代表作，确实，无论是剧情和诺顿的演绎，都出神入化，结局尤为震撼，更给观众留下深深的忧虑和疑惑，Derek未来的路在何方，是重归白色纳粹，还是擦干血泪继续自己的救赎，跟美国现如今社会一样，有希望，但充满艰辛
美国X档案,Frank,推荐,2008-10-23,为了小爱    用很长的时间讲了个很简单的道理
美国X档案,生·人,还行,2012-11-12,对种族问题浅尝辄止，插叙式解说起反作用，主人公转变太快不够说服力，最后黑人小孩杀弟弟更是突兀无比，美国风景画抒情段落也就无感。总之，论文式的调调，还归结一个结论，赤裸的说教。这不是电影的。
美国X档案,Miss. greedy,力荐,2012-04-15,hate is baggage. life's too short to be pissed off all the time.
美国X档案,joker,推荐,2011-09-02,悲凉的历史告诉我们 人生只不过是一枚小小的棋子
美国X档案,涂家公子叶十七,力荐,2012-02-03,种族矛盾。norton不太适合光头或圆寸的造型。弗朗你曾经真的那么正太啊！！结果现在变得很残，所以说还是不要爱正太比较好，他一旦变残真的很可怕，还是爱叔，上升空间不大了。
美国X档案,岚小壹时光琐碎,推荐,2012-05-15,隐隐的感觉到结局的不好，那个你憎恨的世界你接触到了，于是发现当初多么强烈的排斥，也会被改变，民族，种族，在那个刚刚觉得被入侵的年代是随着时间才被理解的
美国X档案,艾栗子,较差,2018-07-05,开头这么cult还以为是神片，没想到后面是堪比中学优秀作文般的说教旁白和情节转折，滥用的慢镜头和重复的史诗音乐看得我太特么尴尬了。就算是爱德华诺顿的肌肉也救不了。不行不行。真正的困境和内心抗争根本没表达出来，只靠黑白彩色穿插的手法太俗了，还有回忆杀时配的旁白。饶了我吧。
美国X档案,哆哆修斯,推荐,2012-03-07,世界永远不像想象中平和，结局也并不那么出乎意料，一切在之前都已经埋下了伏笔。关于希特勒的种族主义会永远存在，正如秦始皇的焚书坑儒一样会永世铭记。它最容易影响那些处于疯狂绝望边缘的人，让人们如同宗教一般的信仰，由于各种客观因素，世界上没有真正的对错定义，这也造成了人们对道德的混淆。
美国X档案,托普洛普雷尔,推荐,2012-09-03,看到结局之前只能给三颗星 其实加上结局也就三星半的样子 沾了题材的光
美国X档案,嘉 玲,2012-10-05,2012-10-05,sodomy makes him a nigger-lover...
美国X档案,小4,力荐,2008-11-10,很赞的电影，人性的善恶刻画和描绘的都很好
美国X档案,喜杨杨,力荐,2009-05-04,"爱德华诺顿！ 爱德华福隆！！！  。。。。。。"
美国X档案,很差★☆☆☆☆,推荐,2012-02-15,菊爆改变人生，菊爆改变性格，菊爆改变命运，菊爆让你得到友谊
神探飞机头,KPP,推荐,2014-04-08,超级搞笑，尤其最后打吉祥物的那一段，并且案子的悬念设计得也很赞。女二号很敬业，肯放下美女包袱来搞笑。
神探飞机头,踢迩达,较差,2018-10-30,又看睡着了...金凯瑞真是浮夸派演技的代表。
神探飞机头,yѧѳ⑉爻,推荐,2016-01-04,有一屋子的动物和Jimcarrey就够了 年轻的金凯瑞帅的发光 这神表情没有重样 这么夸张的表演只有他能hold住 太爱 意外发现片子里的Udo男爵 那时还没长残
神探飞机头,MossGreen,较差,2011-06-07,搞笑光靠表情是不行的。。。
神探飞机头,末学,推荐,2011-11-02,金凯瑞好贱啊，哈哈
神探飞机头,啦啦啦。,还行,2012-09-09,很小的时候看的第二部 好好笑 现在才看第一部 还行~
神探飞机头,有痔中年,还行,2014-07-23,1.07亿美元。。。。不得不说，jimcarey是个怪才，自己编剧，剧情很不错，就是他的演技，还是那句话，在美国也许很有市场，但是对于中国人，尤其是对于标准的东北人，难以接受。。。ps，很高兴看到Monica成为主角，当她说do you need a ashtray，我好像又回到了老友记。。
神探飞机头,御手洗街,2009-01-09,2009-01-09,jim carry闹腾起来还是挺厉害的
神探飞机头,doiwant,较差,2013-12-24,2.5，橡皮脸金凯瑞真是朵奇葩
神探飞机头,鱼嘉树,还行,2014-03-12,夸张的表演，搞笑的剧情。
神探飞机头,桃小疯,还行,2013-12-15,"A little too exaggerating, even for Jim Carrey."
神探飞机头,兔斯基,还行,2011-04-21,感觉一般哎= =
神探飞机头,Kay,较差,2008-05-12,为嘛我就是对金凯瑞早期的片子缺乏好感呢。。。
神探飞机头,我是女人,推荐,2018-06-22,在录像厅的岁月，金凯瑞是我的最爱，只有他能将一个男人被另外一个“男人”，或者说是异装癖/阴阳人，吻过后的那种绝望，痛苦，和基督受难般的复杂感情夸张而滑稽的表现出来，这样的经典场景可以像吴孟达卖“懦夫救星”一样反复回味，在机器牛郎取代机器新娘的中国，喜剧也成了奢望，只能靠自己做了
神探飞机头,小乌龟,推荐,2012-06-13,剧情什么的都是浮云，金凯瑞太萌了！
神探飞机头,哈呜,较差,2011-11-16,实在欣赏不来金凯瑞的表演方式。 凸=。=
神探飞机头,渔夫的鱼,推荐,2010-05-29,金凯瑞的表情太丰富了，也许这就是喜剧天才的特质吧!
神探飞机头,雪初,力荐,2011-10-12,那个年代的飞机头，那个年代的Jimcarrey，持续至今。
神探飞机头,明明,还行,2013-11-01,靠金凯瑞撑整部片子 剧情很弱 怕成一集电视剧会更好吧
神探飞机头,康亖亖,推荐,2015-06-03,看过金凯瑞才发现他是当之无愧的喜剧之王，而且是无厘头喜剧的开辟者，至少是发扬者，星爷有很多都模仿了他，但他却反被叫西方周星驰，这部虽然有很多幼稚，但我想应该是金凯瑞最想要的喜剧表现形式。
情枭的黎明,十月,推荐,2010-07-16,为什么叫情枭的黎明？这无聊的名字。
情枭的黎明,dash,推荐,2010-08-14,阿尔·帕西诺演的角色就像一个人，豪情的过气风云人物，曾今叱咤风云，现在老骥伏枥。西恩潘确实演技了得
情枭的黎明,东北洪常秀,力荐,2019-06-20,美国的黑帮片的确主题明确，说讲情义从头至尾只讲情义，帕西诺实在帅得没法挑剔，帕西诺从病房走出来右手轻轻地扣自己右腿的镜头，十年后香港电影「无间道」中的“刘建明”有借鉴。
情枭的黎明,迷失东京,力荐,2019-05-02,拍的太好了，从剧本到结构到运镜到表演，一开始就知道了结局，揪心程度随着Charlie不断完美的形象而递增，有几年没看过阿尔帕西诺的电影，都快忘了他有多迷人，you’re so beautiful to me旋律响起那段的迷人程度堪比<闻香识女人>中的探戈。
情枭的黎明,我是你拐子,还行,2010-08-31,帕哥的片子 魅力十足 编剧一般
情枭的黎明,安魂,推荐,2010-10-25,you are so beautiful  你的世界，正在死去
情枭的黎明,快活林,力荐,2012-09-03,黑社会是一条不归路啊，特别是对于老大来说。
情枭的黎明,LeonBible,力荐,2014-01-26,2014017 精彩绝伦！结局早已注定，却并不影响高潮时的惊心动魄。第一次在帕尔玛的电影中看到浪漫，<you are so beautiful>响起时太美妙了。
情枭的黎明,\t^h/,力荐,2009-02-08,Al也有被人抢戏的时候…… 后来和人聊天时明白这片奇怪在哪里了，整体感觉特港片。一颗星给演员们。
情枭的黎明,Enjoy🌈Rachel,力荐,2012-07-03,以前貌似只看过最后那段 这次看全了 al的演技一向的好 然后居然跟sean这种死基佬演一对相爱相杀的好基友啊T_T 话说女主很美啊~≧▽≦)/~
情枭的黎明,落水的小猫,推荐,2010-06-01,女人都应该爱他，CAO，混混们都遗忘了江湖道义，你却把江湖道义看的比命都重。重情义的混混最终还是会被情义所伤。
情枭的黎明,Jarr,推荐,2010-07-16,"你是意大利之神。你是波多黎各之神。你再次演绎了。when I thought I was out, they pull me back in...."
情枭的黎明,大獨家,推荐,2010-02-01,卡利多~Hey man  
情枭的黎明,无彩潜水艇,力荐,2013-10-18,孔二狗的<<东北往事>>肯定是看了这个才动笔写的，有血腥味的片子才止渴。美国往事说明一个不灭的真理，男人要一帮兄弟，很多钱，一个深爱的美女就足够。这是年轻的梦想，这部片来回答中年要怎么继续这个梦，让它更稳妥的降落，片中以七万元来做剧情支撑也是梦的具体化，但似乎导演也给不出皆大欢喜的说
情枭的黎明,盲市,推荐,2018-10-05,开篇就将结局公开，于是人物在既定的、无力的宿命感之中纠结，走向死亡。德帕尔玛好像从来都只会拍独角戏，群戏不是差而是基本没有，也难怪跟帕西诺那么搭。德帕尔玛与帕西诺的黄金搭档，腾挪长镜很具空间感，西恩潘扮相完全认不出。
情枭的黎明,大 象,还行,2009-07-14,最后火车站拍的不错。
情枭的黎明,LORENZO 洛伦佐,力荐,2019-04-27,看完想嫁个意大利人🇮🇹
情枭的黎明,冰锐碧雪奥渔儿,力荐,2012-07-12,==1==BDRip-CHD  温情、惊悚、黑帮、动作。。。阿尔帕西诺之最得吾心的作品。。西恩潘饰演的讼棍最是腐烂得一塌糊涂。。绝顶美人帕妻。。
情枭的黎明,盲忙,推荐,2015-09-19,也太好看了，两大配角西恩潘、莫滕森颠覆传统出演啊，片尾曲也好听，居然是我看的第一部帕尔玛，对，我没有看过谍中谍。
情枭的黎明,非了,推荐,2013-06-23,气氛渲染十足，镜头设计考究，紧张感营造得很好，片尾曲很带感。上午准备看帕尔玛的passion，字幕原因先此片。
全职猎人,道明冠,还行,2012-04-11,人气极高，剧情还可以但是烂尾~
全职猎人,27,推荐,2009-11-30,人生就是不断地培训战斗啊
全职猎人,黑崎同学死了,还行,2010-01-08,男猪太烦人~弃剧了~大爱团长和库拉~
全职猎人,韩晓,推荐,2011-07-31,萌奇犽、西索、库洛洛。坐等十月新番。
全职猎人,李小瓊🐳,力荐,2011-11-30,要不是NND富坚一拖再拖 猎人还会到如此地步？
全职猎人,Leslie,力荐,2012-01-08,这是一种什么样的想象力。
全职猎人,小木瓜呀,推荐,2011-06-16,　　嗯哼　富奸啊富奸啊
全职猎人,∞半夜开冰箱∞,力荐,2010-01-29,92集吧~
全职猎人,90,力荐,2010-06-08,"tv版的气氛太棒了  有一种很怀念的童话感觉  和刚一起冒险，就像是童年时代的梦想再现  就是过程残酷了一点"
全职猎人,鼠标可以充饥,推荐,2010-08-05,曾经沉迷
全职猎人,LENZ,力荐,2008-11-15,大爱大爱
全职猎人,steven,还行,2008-07-27,史上最大的坑之一
全职猎人,Amelie,力荐,2010-12-17,酷拉皮卡，奇牙，大爱
全职猎人,红叶@提不起劲,力荐,2012-03-24,富奸的万年大坑啊，即使有了重制版，旧版还是觉得很好啊。奇牙是初恋啊，家里他的周边又可以拿出来啦。
全职猎人,Ce♥,力荐,2010-04-17,Hunter x Hunter
全职猎人,阴暗中的绝望,力荐,2011-01-11,91/100：FJ虽然是个懒鬼，混账，毫无职业道德，拖稿拖到你死都不交出来……可他的东西就是好看啊啊啊
全职猎人,ekiz,力荐,2010-09-27,love it too-V-
全职猎人,光明会,力荐,2010-08-30,最爱，不过貌似没完？
全职猎人,小灰烬,力荐,2011-10-21,动画跟漫画有差距，但依然是美好的记忆，是最初看到这个故事的契机，是心里的经典。
全职猎人,莲渊,推荐,2010-01-07,还是漫画好
神秘拼图,夏洛酱゛,推荐,2012-02-03,前面好悬疑，最后的结果差强人意 = =
神秘拼图,你真是.ape,推荐,2009-12-27,初中组织去看的= =! 记忆犹新啊
神秘拼图,阿琥,还行,2013-04-17,要不是凶手死的太不给力了.还可以多给一颗星..denzel不愧是最帅的黑人
神秘拼图,ParasItE,推荐,2009-02-03,如果不让Jolie姐对华盛顿产生感情的话，会更自然些。。。
神秘拼图,童孝贤,2018-02-08,2018-02-08,记忆中，是很吓人的，包括音效、画面、故事、氛围、和家人们的反应。等了好久好久，终于完整的看了。原来是这样，那些元素，今天大家都司空见惯了，可放当年，真是可怕的很。这么猎奇的故事，倒确实是90年代的风格。其实反派很可怜，而且还出现了一个假凶手的暗示，真是太坏了。主角不来电，朱莉这张脸
