,film,user,star,time,content
1295,鹿鼎记2：神龙教,天吾,推荐,2013-06-23,说实话鹿鼎记这两部着实是低俗，各种荤段子，不过低俗下还有值得玩味的地方，世人都喜欢玩世不恭的浪子，他们有趣识大体，但能有自己的操守，不见利忘义也可以说是人中龙凤了还有这一部节奏很乱，各种凌乱。
1296,鹿鼎记2：神龙教,bay135,推荐,2011-03-04,周星驰的鹿鼎记看的不是情节，是笑料。
1297,鹿鼎记2：神龙教,酚酞,还行,2009-02-07,星星同学的造型很不错 
1298,鹿鼎记2：神龙教,天使之城,还行,2011-09-29,噱头和无厘头继续做大做强，抖包袱更频繁，程小东当时正处巅峰，武打和特效充满想象力。在一众癫狂中林青霞的表演自然朴实，硬朗中见柔媚，冲淡了影片过于夸张的喜剧气氛，功力深厚。但与高速运转的王晶风格多少有些难以调和。于是在大开大合的周星驰无厘头中瞥见细腻诚恳的林青霞，观众跳戏在所难免。
1299,鹿鼎记2：神龙教,瓦子,力荐,2018-12-02,我的天，真的，周星驰的韦小宝太人见人爱了吧，虽然贱兮兮的，莫名觉得萌，尤其是最后恶搞东方不败的那里！用针线出招太帅了吧！娘娘的好喜欢，哈哈哈哈哈哈。还有对林青霞贾宝玉的致敬，感觉王晶好多致敬梗啊。配角用主角真名的梗也超好玩。看韦小宝一个个收服老婆和升级打怪一样爽，甚至觉得还挺有道理的，估计是因为他是韦小宝，他是周星驰吧😂内容还是挺丰满的不过为啥最后发现皇陵在东郊要约着反派也去东郊，我可能没看到😂黄霑的声音一出来整个人都high了，哈哈周星驰也太帅了吧！“为什么一定要反清复明？”“这是我毕生的志愿”“康熙在位，国泰民安，为了你的志愿就要让人民受苦......”
1300,鹿鼎记2：神龙教,今生、唯爱,推荐,2014-01-21,现在和小时候看待的眼光不同了点，小时候可真是把周星驰奉若神明的啊，和小昭在床上，双胞胎那段至今仍然印象深刻
1301,鹿鼎记2：神龙教,bobobo,较差,2008-02-20,宿舍看的 都没印象了 就记得yd在外打电话 小七.....~~~~
1302,鹿鼎记2：神龙教,ariseedt,推荐,2016-03-28,明朝王爷联合台湾武术家纠结番僧，与满洲皇帝及其盟友——皮岛余党组织的神秘主义信仰/宗教在风水圣地展开决战，这怎么看怎么像中国版本的南北战争。#真·新清史#
1303,鹿鼎记2：神龙教,流光溢彩`,推荐,2019-12-21,除了剧本没那么复杂了之外，其他方面和第一部完全是一模一样的风格，所以整体风格基本延续了之前的所有优点，依旧是王晶的最高一档的作品之一。林青霞和周星驰莫名的搭，海公公上部结尾居然真挂了。李嘉欣和老尼姑这条线写废了，把李写成了大花瓶一个，最后决战应该让更多类似尼姑这样的高手也参与。多大人闯吴三桂家那段真太好笑！
1304,鹿鼎记2：神龙教,私房歌,推荐,2011-09-25,记得我以前最喜欢泡的论坛的水区的名字就是叫有间客栈。
1305,鹿鼎记2：神龙教,PT峰狂电影,推荐,2013-10-24,#周星驰电影回顾#《鹿鼎记》《鹿鼎记Ⅱ神龙教》，周星驰诠释这个耍贱卖宝贪财好色的韦小宝非常合适，其中经典台词自然是拍马屁滔滔江水绵延不绝，还有林青霞邱淑贞李嘉欣的美女云集。其实搞笑之余还很有内涵，所谓反清复明还不是利益使然，而百姓关心的并不是谁当权，而是当权者要能够造福百姓。
1306,鹿鼎记2：神龙教,葱油饼,还行,2011-07-19,"parody on the Material society. you dont need to assasinate the emperor if he brings good life to people, the precursory idea before Hero"
1307,鹿鼎记2：神龙教,古正中,推荐,2011-07-12,张敏以身相许啊，东方不败又插入。
1308,鹿鼎记2：神龙教,打少,较差,2008-01-04,这就没第一部好了~~国语配音也是问题~~呵呵~但是吴君如一贯地搞笑~
1309,鹿鼎记2：神龙教,闪电杰克,推荐,2013-11-20,不是林青霞不好，而是圣女这个角色太不林青霞了，而且她和周星星也太不搭了，倒还真不如张敏来演了。
1310,鹿鼎记2：神龙教,索尔之锤,推荐,2013-10-13,拿香蕉顶一下先，邱淑贞我的女神 PS：20161007刷粤语版，决定改成四星，尤其是韦小宝有武功后的后半部分，庸俗的无法直视，还硬塞一些主旋律的东西瞎搅合，愚蠢又无聊。相比之下前半部分要有趣的多，整体来说算是一部还算好看的烂片，主要原因还是少了第一部中徐锦江吴孟达等出色的配角
1311,鹿鼎记2：神龙教,烟视媚行,推荐,2011-04-09,好多美女啊。周星驰的无厘头也挺适合韦小宝的市井油滑的。
1312,鹿鼎记2：神龙教,翁小样,还行,2009-12-31,youku 1520 外公家 http://movie.douban.com/review/2905143/?post=ok#last
1313,鹿鼎记2：神龙教,欺霜傲雪,还行,2011-03-06,2连发，午间影院最爱演的就是这个和大话西游，可以中午一集，晚上一集，或者放在周末，礼拜六礼拜天各一集。
1314,鹿鼎记2：神龙教,阿双,推荐,2010-03-03,从小到大周星驰的片子看多少遍还是会笑翻。到底是我笑点低还是他太好笑并不重要。重要的是喜剧能有喜剧的效果就是成功。
1315,鹿鼎记2：神龙教,公子踏月而来,还行,2008-12-06,一直觉得周星星的搞笑有时挺恶心的。    姐姐的扮相真的美，不大中意她出演这类型的角色。同类型的东成西就也还可以，可能是因为我不大喜欢周星驰的原因……
1316,鹿鼎记2：神龙教,junepig,推荐,2012-11-23,还是在加肥家里呀～“保护皇上！”“你叫什么名字？”“温兆伦！”
1317,鹿鼎记2：神龙教,德拉库拉拉,还行,2008-07-26,2009-9-6 19:47:22 7/6.9(522)
1318,鹿鼎记2：神龙教,小姓何送货的,推荐,2011-04-07,由此片就可看出，从那时候起，观众就不希望看到一个一上来就有钱有势的星爷，相比之下，鹿鼎记第一部里的小混混更合观众的胃口。
1319,鹿鼎记2：神龙教,刘小青,还行,2012-07-31,看周星驰和林青霞搭戏真让我各种出戏啊……@ CHC家庭影院
1320,鹿鼎记2：神龙教,随风的蒲公英,推荐,2017-05-29,那时候的剧真的很经典，林青霞那时候真的是特别的水灵，特别美！当然周星驰还是特别轻松的可以让观众开怀大笑！
1321,鹿鼎记2：神龙教,曼靑,较差,2020-08-15,像是当年雷厉风行的拍《赌城大亨》一样，王晶高产似母猪的特性也在这部《鹿鼎记》系列体现得淋漓尽致。我特意看了一下两部《鹿鼎记》的上映时间，距离第一部不到两个月的时间，这部续集《神龙教：鹿鼎记》便上映了。上一部讲了擒鳌拜、真假太后，这一部讲了与神龙教教主龙儿结情缘、吴三桂谋反、手刃冯锡范。我从小就觉得这两集的电影版《鹿鼎记》不好看，情节也可谓是曲取其糟粕而去其精华，甚至连七个老婆都没有集齐，没必要的低级趣味荤段子反而倒是一大堆。闹哄哄的，像一部营养不良的贺岁片，很难想象这是根据金庸先生的原著改编而来的电影。如果不是因为豆瓣新出的武侠电影徽章里必须要集齐这部电影，我可能永远都不会重看这部电影。
1322,鹿鼎记2：神龙教,山下猫,还行,2018-07-16,和神龙教关系不大，但和青霞关系很大，纵使快四章仍秒掉其他美人两条街。秦沛后来拍丢了，其实演得很好。如果功力可以通过性传播，真的好奇小宝和陈近南那晚发生了什么（古希腊式的师徒关系）。市井小人比正人君子可爱，亦代表个人主义在大义上反而有更广阔的空间
1323,鹿鼎记2：神龙教,少数派的报告,力荐,2017-05-09,和第一部剧一样都是经典，鹿鼎记这么多版本里面最喜欢看的还是这版，经典印象深刻
1324,鹿鼎记2：神龙教,熊猫宝宝爱电影,推荐,2017-02-28,这部剧周星驰那种无厘头发挥的淋漓尽致。而且老婆们都很美！
1325,鹿鼎记2：神龙教,SUOLON,还行,2017-05-29,周星驰的无厘头发挥的淋漓尽致
1326,鹿鼎记2：神龙教,踢迩达,推荐,2016-04-23,周星驰塑造的废柴成长为大英雄，又吃软怕硬八面玲珑，又狗屎运开挂，对女人又贱又好，打走了再贴回来，尽管花心也让人舒服。这个年代的港片充满坎普的风味，令人怀念。
1327,鹿鼎记2：神龙教,穆如初,还行,2014-05-25,1.这是什么设定，入了血池有了功力还可以变脸么2.“狗贼，哪里跑？”“ 我没关系，你跑哪儿我就跑哪儿”3.客栈copy新龙门4.龙儿这头型有点高耸入云啊= =原来是为了...5.这也太毁形象了6.傀儡阵7.打在你身，痛在我心8.这copy东方不败，233青霞你作何感想9.戏谑10.管他是谁做皇帝，只要是个好皇帝就行了
1328,鹿鼎记2：神龙教,喜欢吗~,还行,2017-02-23,标记，看个搞笑。。。
1329,鹿鼎记2：神龙教,梦梦梦梦,推荐,2017-05-07,周星星无厘头式搞笑，林青霞，邱淑贞年轻的时候真美。
1330,鹿鼎记2：神龙教,牙叔,力荐,2009-04-13,都说王晶是烂片之王，但是不管怎样，这部《鹿鼎记》在你最无聊，最缺少关怀，最失意，最不开心的时候，我想他一定会成为你的宝贝，当让朋友聚会的时候也是解乏的法宝，所以力荐是理所应当的。上下集皆3很精彩，不得不看。
1331,鹿鼎记2：神龙教,苏幼,还行,2017-05-11,星爷的无厘头搞笑😊😊😊
1332,鹿鼎记2：神龙教,xiangkaiad,力荐,2011-04-07,内心给100分，星爷的片子无论是现在还是以前，我不想横向直接比较，也不想和投资来比较，和特技来比较。我只知道我看了很开心，我要娱乐他给我了！轻轻松松不费脑细胞！下班、班车、休想时光、无片可看时，都能让你想看看！不过时 ！所以我绝对支持！
1333,鹿鼎记2：神龙教,团,还行,2008-02-10,976M 鹿鼎记Ⅱ神龙教.Royal.Tramp.2.1992.BluRay.X264.2Audio.AAC.720p.SDHF-NORMTEAM.mkv
1334,鹿鼎记2：神龙教,无趣,推荐,2012-06-27,有金庸的正版在前，周星星的恶搞版再怎么搞笑总让人觉得怪怪的。其实周当时那么巅峰无敌，为什么不用原创的本子何苦要去乱改经典？！
1335,鹿鼎记2：神龙教,似水年华,力荐,2010-11-11,最近一次看，是因为阿根廷队输球。那晚，周星星依然笑得淫荡，可是梅西却很是伤心落寞！
1336,鹿鼎记2：神龙教,去尘,推荐,2018-05-04,星爷的电影一如既往的搞笑，把无厘头风格发挥得淋漓尽致，林青霞太美了，打戏很帅气，小宝的老婆一个比一个美，真是羡慕死人了
1337,鹿鼎记2：神龙教,沧海一小生,推荐,2017-05-30,林青霞的英气目前无人能及，周星驰的无厘头也让人捧腹！有些电影本来就是让人放松的！
1338,鹿鼎记2：神龙教,……啐！！！,推荐,2014-06-08,如果上一部是满四星，这个三星半吧……各种致敬/恶搞，剧情略单薄。另外……李嘉欣这种花瓶，到底应该叫合格（就是摆着看的）还是不合格（演个花瓶都让人觉得无趣）呢？
1339,鹿鼎记2：神龙教,欢乐分裂,推荐,2015-02-03,好多经典恶搞，鹿鼎系列看过不下数遍（大家都是吧），已经成为一代人的记忆，包括那标志性的“哈哈哈哈哈”；人生大赢家韦小宝，处处上风，不犯原则错误，魅力无穷，三寸不烂之舌，理应成为传奇和偶像。
1340,追随,鬼火迷蒙,力荐,2013-01-26,是个惊天地泣鬼神的好片，70分钟6000美元的黑白片，各种交叉剪辑，各种平行叙事，诺兰在这个处女作中，集导演编剧摄影制片剪辑于一身，电影成了挑战观众智力的游戏。这部片子透露出天才气质，与之相比他后来的盗梦空间、蝙蝠侠黑暗骑士有了过多商业元素，少了纯粹的设计感，可惜。
1341,追随,2EM36_E16,力荐,2011-10-30,虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相 妈逼诺兰的处女作居然已经如此风骚 好一招声东击西 6000刀的预算？毫无压力！神剪辑 神叙事！
1342,追随,泡沫,力荐,2010-07-30,虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相    虽然我不喜欢这么剪的乱七八糟又缝起来的骗子，但是我还是要感叹    。。。好牛逼的骗子
1343,追随,大熊猫,力荐,2011-02-13,“在很长时间里，我都是一个人生活。这种生活变得越来越孤单，并且乏味。一整天无事可做，就那么呆着。从那时起，我开始尾随别人“
1344,追随,caramel,推荐,2010-09-03,前头中间一整个都很无趣，最精彩的部分都浓缩在结尾几分钟了，但整体来说都是很无趣。
1345,追随,Candice,力荐,2010-12-24,诺兰的这部片子果然和记忆碎片手法很像 都需要很小心翼翼的看 不然跟不上节奏   首先 你得把东西拿走 然后他们才会意识到曾经拥有过什么 Cobb这个角色很喜欢
1346,追随,菠萝,推荐,2013-07-31,诺兰会同时讲一个故事的开始、过程和结局，但是你要到电影结束，才会知道这个故事。在那之前，你唯有如同Bill一样追随着诺兰的脚步，猜测着这一切，一般来说，这个过程比故事更重要。
1347,追随,棣二,力荐,2012-08-29,1、男主房间墙上有库布里克的《闪灵》和梦露，门上是BATMAN的标记；2、是精分还是不精分其实也一个开放式的结局，但是理解成后者片子似乎会大打折扣；3、每个人走在街上都会产生的幻想只有诺兰可以写成一个好故事，而这个故事卡尔维诺也写过；4、韩国那部电影《空房间》抄得太低劣了。
1348,追随,补了个腚桑,力荐,2010-08-12,"牛逼大了！！！叙事大师总躲在后面玩儿人，博弈  you take it away,and you show them what they had."
1349,追随,hsein,力荐,2010-08-16,Mr. Cobb. 可怕的處女作。喜歡令人想起《Tetsuo》的配樂。
1350,追随,张苑希,推荐,2016-11-05,一个“模仿犯”的作茧自缚。人生处处是陷阱，追随与被追随，算计与被算计。诺兰用巧妙的剪辑与叙事手法让整个故事变得精彩绝伦，倒是很喜欢这种黑白风格的影片。经典台词：虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相。
1351,追随,Sean长安,力荐,2019-07-22,9.1分    70分钟能将故事讲得紧凑而不拖沓真的很牛逼。诺兰的风格从年轻时便开始定位，剪辑和音效绝对是他的拿手，就算不知道导演说谁，只要能判定剪辑与音效，基本就可以判定影片为诺兰导演。    厉害厉害，四星给《追随》的剧情剪辑音效，五星给诺兰的处女作《追随》
1352,追随,rache,推荐,2017-09-28,总是被骗啊 单单这个就wonderful了
1353,追随,白爷爷,推荐,2010-12-31,比较喜欢这种小型的生活化点儿的但又很跳脱觉得生活中不可能发生但又不能保证就一定不会发生的这种矛盾的诡异感  啊  这个诺兰啊   讲故事功力有点好的  直叙我觉得会是一个到最后胎死腹中的精彩故事  倒叙是一个只要看三分之二就够了的片子  像导演这样讲才酷 
